id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
41339,Rental unit in Porto · ★4.70 · 1 bedroom · 3 beds · 1 bath,180050,Paula,PORTO,Lordelo do Ouro e Massarelos,41.1501,-8.66035,Entire home/apt,58,2,20,2022-07-28,0.16,1,147,2,29049/AL
55111,Rental unit in Paredes Municipality · ★4.80 · 2 bedrooms · 5 beds · 1 bath,259711,Isabel E João,PAREDES,Cete,41.17481,-8.35362,Entire home/apt,66,3,15,2022-08-29,0.16,3,0,1,7563/AL
759702,Rental unit in Porto · ★4.54 · 1 bedroom · 2 beds · 1 bath,3944088,Estudios,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14755,-8.61742,Entire home/apt,64,3,164,2023-05-28,1.28,7,341,12,19288/AL
411572,Tiny home in Vila Nova de Gaia · ★5.0 · 2 beds · 1 bath,2048592,Maria,VILA NOVA DE GAIA,São Félix da Marinha,41.03993,-8.64003,Entire home/apt,67,2,3,2022-08-31,0.03,1,313,2,
73828,Rental unit in Estação · ★4.83 · 2 bedrooms · 4 beds · 1 bath,259711,Isabel E João,PAREDES,Cete,41.17449,-8.35426,Entire home/apt,66,5,12,2022-08-22,0.12,3,0,4,7563/AL
424705,Rental unit in Porto · ★4.86 · 2 bedrooms · 2 beds · 1 bath,1630185,Ox,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14267,-8.61718,Entire home/apt,150,2,60,2023-04-24,0.45,15,315,9,5929/AL
429790,Rental unit in Matosinhos · ★4.64 · 1 bedroom · 1 bed · 1 bath,2136541,Maria,MATOSINHOS,Matosinhos e Leça da Palmeira,41.20043,-8.70667,Entire home/apt,38,4,139,2023-05-25,1.16,1,80,18,
764471,Rental unit in Porto · ★4.79 · 1 bedroom · 2 beds · 1 bath,4030159,Dalila,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1447,-8.60541,Entire home/apt,60,2,561,2023-05-29,4.37,1,221,73,132540/AL
86388,Rental unit in Porto · ★4.76 · 1 bedroom · 1 bed · 2 shared baths,185209,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14918,-8.60922,Private room,45,2,230,2023-05-30,1.56,8,231,56,
437772,Rental unit in Povoa de Varzim · ★4.36 · 3 bedrooms · 5 beds · 2 baths,2174759,Patricia,VILA DO CONDE,Vila do Conde,41.37035,-8.762,Entire home/apt,95,2,73,2023-05-29,0.55,1,305,5,12467/AL
87873,Rental unit in Porto · ★4.78 · 2 bedrooms · 2 beds · 1.5 baths,480980,Paula,PORTO,Bonfim,41.15786,-8.60427,Entire home/apt,80,3,230,2023-05-31,1.70,4,248,23,634/AL
450872,Rental unit in Porto · ★4.30 · 1 bedroom · 2 beds · 1 bath,364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14267,-8.61356,Entire home/apt,63,1,417,2023-06-05,3.13,206,336,41,55201/AL
769605,Rental unit in Porto · ★4.60 · 1 bedroom · 1 bed · 1 bath,3163699,Sónia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14283,-8.60787,Entire home/apt,65,3,55,2023-06-11,0.49,2,283,15,
780430,Loft in Porto · ★4.70 · 1 bedroom · 3 beds · 1 bath,4115877,Bruno,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14195,-8.61844,Entire home/apt,125,2,21,2021-12-05,0.17,3,163,0,52937/AL
780538,Loft in Porto · ★4.86 · 2 bedrooms · 5 beds · 1 bath,4115877,Bruno,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.14008,-8.62086,Entire home/apt,170,2,44,2023-04-09,0.35,3,132,3,52937/AL
91439,Rental unit in Porto · ★4.78 · 1 bedroom · 1 bed · 2 shared baths,185209,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14908,-8.60905,Private room,43,2,213,2023-05-29,1.44,8,243,38,
786791,Rental unit in Porto · ★4.45 · 1 bedroom · 1 bed · 1 bath,179432438,Aposentus,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15821,-8.6124,Entire home/apt,47,3,111,2023-05-30,0.87,45,300,23,9049/AL
457924,Rental unit in Porto · ★4.67 · 1 bedroom · 1 bath,480980,Paula,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1561,-8.60962,Entire home/apt,71,3,186,2020-08-28,1.38,4,307,0,75534/AL
94701,Rental unit in Porto · ★4.77 · 1 bedroom · 1 bed · 1 bath,505473,Gundega & Antonio,PORTO,Bonfim,41.14707,-8.60109,Entire home/apt,90,3,289,2023-03-02,1.96,1,225,4,85541/AL
485699,Rental unit in Vila do Conde · ★4.48 · 2 bedrooms · 3 beds · 1 bath,2404540,Marco,VILA DO CONDE,Vila do Conde,41.34521,-8.7508,Entire home/apt,85,3,31,2022-10-15,0.28,1,287,6,14159/AL
486268,Farm stay in Valongo Municipality · ★4.98 · 5 bedrooms · 7 beds · 6 baths,2406517,Hélder,VALONGO,Alfena,41.23578,-8.52927,Entire home/apt,550,5,41,2023-04-24,0.38,1,279,11,15264/AL
96394,Boat in Vila Nova de Gaia · ★5.0 · 2 bedrooms · 2 beds · 2 baths,511741,Manuel,VILA NOVA DE GAIA,Canidelo,41.1411,-8.65148,Entire home/apt,214,1,10,2022-06-13,0.12,1,363,1,90/2015
496647,Rental unit in Porto · ★4.77 · 2 bedrooms · 3 beds · 1 bath,1630185,Ox,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1441,-8.61759,Entire home/apt,132,2,13,2022-04-11,0.10,15,271,0,5929/AL
827208,Boat in Matosinhos · ★4.47 · 3 bedrooms · 4 beds · 1 bath,4338551,Aude,MATOSINHOS,Matosinhos e Leça da Palmeira,41.1868,-8.70497,Entire home/apt,74,2,20,2022-10-04,0.16,1,349,7,228/AL
100521,Rental unit in Vila Nova de Gaia · 1 bedroom · 1 bed,528145,Isabel Morgado,VILA NOVA DE GAIA,Gulpilhares e Valadares,41.07378,-8.65368,Private room,80,1,0,,,1,364,0,
829780,Villa in Espiunca · ★4.95 · 3 bedrooms · 4 beds · 3 baths,4346713,Dulce,AROUCA,Canelas e Espiunca,40.99038,-8.21421,Entire home/apt,185,2,42,2023-05-01,0.35,2,316,12,3515
852698,Home in Porto · ★4.50 · 2 bedrooms · 4 beds · 2.5 baths,2861881,Sofia & Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14722,-8.60383,Entire home/apt,150,1,7,2018-08-22,0.06,6,0,0,AL 52876
853908,Rental unit in Porto · ★4.23 · 4 bedrooms · 5 beds · 2 baths,185209,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14905,-8.60905,Entire home/apt,199,3,150,2022-10-07,1.23,8,294,8,6995/AL
502059,Home in Porto · ★4.53 · 2 bedrooms · 1 bed · 1 bath,2477477,Monica,PORTO,Ramalde,41.16693,-8.63799,Private room,45,1,244,2018-09-11,1.82,1,0,0,
510404,Rental unit in Porto · ★4.57 · 1 bedroom · 1 bed · 1 shared bath,2514783,Pedro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15605,-8.60928,Private room,42,4,163,2023-02-28,1.24,5,177,11,
100661,Rental unit in Porto · ★4.78 · 1 bedroom · 2 beds · 2 shared baths,185209,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14908,-8.60905,Private room,45,2,131,2023-05-23,0.90,8,235,33,
104045,Rental unit in Porto · ★4.57 · 4 bedrooms · 4 beds · 3 baths,541968,Aida,PORTO,Bonfim,41.15877,-8.59893,Entire home/apt,196,4,287,2023-05-29,1.98,1,273,19,11205/AL
860418,Rental unit in Porto · ★4.65 · 1 bedroom · 1 bed · 1 shared bath,2514783,Pedro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15604,-8.60933,Private room,41,4,130,2022-11-29,1.08,5,176,11,
105347,Guesthouse in Oliveira do Douro · ★4.86 · 2 bedrooms · 3 beds · 1 bath,544104,Manuel,VILA NOVA DE GAIA,Oliveira do Douro,41.12961,-8.58427,Entire home/apt,61,4,142,2022-10-30,1.16,1,18,13,
510406,Rental unit in Porto · ★4.52 · 1 bedroom · 1 bed · 0 shared baths,2514783,Pedro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15194,-8.60782,Private room,41,3,206,2023-05-05,1.67,5,173,25,
108153,Guesthouse in Anta · ★4.67 · 3 bedrooms · 2 beds · 1 private bath,559704,Armando,ESPINHO,Anta e Guetim,40.99902,-8.6163,Private room,60,2,9,2022-09-24,0.11,2,218,3,10224
863923,Rental unit in Porto · ★4.87 · 2 bedrooms · 2 beds · 1 private bath,1573706,Maria Julieta,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.17111,-8.66351,Private room,50,3,183,2023-05-12,1.48,1,267,1,
113586,Rental unit in Porto · ★4.70 · 1 bedroom · 2 beds · 1 bath,577638,César,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14602,-8.61447,Entire home/apt,55,7,238,2023-05-29,1.64,1,47,24,5380/AL
870040,Home in Porto · ★4.55 · 2 bedrooms · 3 beds · 1 bath,4585046,Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15117,-8.61461,Entire home/apt,65,2,431,2023-05-26,3.54,1,271,39,
878879,Rental unit in Rio Tinto · 1 bedroom · 1 bed · 1 bath,2554908,Yuriy,GONDOMAR,Rio Tinto,41.17257,-8.56586,Private room,76,1,0,,,1,365,0,
122362,Home in Porto · ★4.66 · 4 bedrooms · 6 beds · 3 baths,613350,Olga,PORTO,Paranhos,41.17563,-8.62323,Entire home/apt,113,2,82,2023-05-14,0.76,1,249,11,17076/AL
901441,Rental unit in Porto · ★4.73 · 2 bedrooms · 2 beds · 1 bath,399503,Go2oporto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14022,-8.61528,Entire home/apt,191,2,44,2023-05-25,0.46,11,263,13,31834/AL
901491,Rental unit in Porto · ★4.40 · 1 bedroom · 2 beds · 1 bath,399503,Go2oporto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14023,-8.61512,Entire home/apt,176,2,10,2023-03-09,0.10,11,275,7,31839/AL
518534,Rental unit in Porto · ★4.80 · 1 bedroom · 2 beds · 1 bath,1675750,YoursPorto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14002,-8.61519,Entire home/apt,145,1,410,2023-06-05,3.07,21,257,54,7437/AL
125872,Rental unit in Vila Nova de Gaia · ★4.65 · 1 bedroom · 1 bed · 1 private bath,625145,Manuel & Family,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12424,-8.61346,Private room,68,2,241,2022-09-25,1.65,4,365,8,
530692,Home in Porto · ★4.65 · 1 bedroom · 1 bed · 1 shared bath,2606384,Fernanda,PORTO,Bonfim,41.15258,-8.60187,Private room,43,5,18,2023-05-23,0.17,10,283,11,
538059,Boutique hotel in Porto · ★5.0 · Studio · 1 bed · 0 shared baths,2643396,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15065,-8.62109,Private room,109,2,4,2022-09-26,0.09,6,97,2,5525/AL
901558,Rental unit in Porto · ★4.46 · 2 bedrooms · 2 beds · 1 bath,399503,Go2oporto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14021,-8.6155,Entire home/apt,194,2,13,2023-04-19,0.10,11,274,4,31843/AL
903893,Rental unit in Porto · 1 bedroom · 1 bed · 1 bath,4656501,Ox,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14365,-8.61753,Entire home/apt,102,2,2,2023-04-09,0.16,10,298,1,18106/AL
903967,Rental unit in Porto · ★4.62 · 1 bedroom · 1 bed · 1 bath,4656501,Ox,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14142,-8.61745,Entire home/apt,100,2,21,2023-04-19,0.21,10,306,7,18107/AL
127208,Home in Porto · ★4.87 · 1 bedroom · 4 beds · 1.5 baths,630252,Aurora,PORTO,Campanhã,41.1546,-8.58985,Private room,35,2,510,2023-06-08,3.60,1,250,38,
128557,Rental unit in Vila Nova de Gaia · ★4.65 · 1 bedroom · 1 bed · 1 shared bath,625145,Manuel & Family,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.12557,-8.61512,Private room,32,2,500,2023-05-29,3.43,4,265,66,
904089,Rental unit in Porto · ★4.63 · 1 bedroom · 1 bed · 1 bath,4656501,Ox,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14287,-8.61613,Entire home/apt,98,2,36,2022-05-29,0.29,10,301,0,18108/AL
904277,Rental unit in Porto · ★4.57 · 2 bedrooms · 2 beds · 1 bath,4656501,Ox,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14215,-8.61763,Entire home/apt,130,2,64,2023-05-20,0.52,10,308,9,18110/AL
904293,Rental unit in Porto · ★4.59 · 2 bedrooms · 2 beds · 1 bath,4656501,Ox,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14309,-8.61706,Entire home/apt,135,2,40,2022-10-07,0.36,10,294,3,18109/AL
538061,Boutique hotel in Porto · Studio · 2 beds · 0 shared baths,2643396,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14921,-8.61951,Private room,132,2,2,2022-07-03,0.14,6,130,1,5525/AL
538062,Boutique hotel in Porto · 1 bedroom · 2 beds · 1 private bath,2643396,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15004,-8.61974,Private room,166,2,0,,,6,100,0,5525/AL
538064,Boutique hotel in Porto · 1 bedroom · 1 bed · 1 private bath,2643396,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14909,-8.62093,Private room,149,2,0,,,6,113,0,5525/AL
131994,Rental unit in Porto · ★4.73 · 1 bedroom · 1 bed · 1 bath,648963,António & Irene,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14993,-8.6151,Entire home/apt,71,2,228,2023-06-11,1.57,2,120,41,6184/AL
546381,Rental unit in Porto · ★4.83 · 1 bedroom · 1 bed · 1 bath,2686177,Citybreak,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14284,-8.61469,Entire home/apt,180,1,12,2019-07-30,0.09,26,171,0,40436/AL
904297,Rental unit in Porto · ★4.81 · 2 bedrooms · 2 beds · 1 bath,4656501,Ox,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14355,-8.61621,Entire home/apt,147,2,63,2023-05-21,0.57,10,283,20,18111/AL
133099,Rental unit in Porto · ★4.77 · 1 bedroom · 2 beds · 1 bath,648963,António & Irene,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1506,-8.61391,Entire home/apt,75,2,178,2023-06-06,1.23,2,88,24,6184/AL
133803,Condo in Vila Nova de Gaia · ★4.94 · 2 bedrooms · 5 beds · 1.5 baths,489762,Sun Sea City,VILA NOVA DE GAIA,Canidelo,41.1277,-8.66321,Entire home/apt,146,3,177,2020-10-25,2.06,1,11,0,80653
562251,Rental unit in Porto · ★4.54 · 1 bedroom · 4 beds · 2 baths,2686177,Citybreak,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14142,-8.61359,Entire home/apt,237,1,37,2020-02-27,0.28,26,186,0,40626/AL
565255,Home in Porto · ★4.85 · 1 bedroom · 2 beds · 1 private bath,480980,Paula,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15396,-8.60421,Private room,69,3,324,2023-06-03,2.44,4,306,32,
134570,Condo in Vila Nova de Gaia · ★4.97 · 3 bedrooms · 6 beds · 3.5 baths,660293,Natacha,VILA NOVA DE GAIA,Madalena,41.10432,-8.66025,Entire home/apt,315,2,99,2023-05-20,0.73,1,187,14,2191/AL
139425,Rental unit in Porto · ★4.47 · 1 bedroom · 3 beds · 1 bath,680010,Liana,PORTO,Bonfim,41.14622,-8.59423,Entire home/apt,83,2,232,2023-05-25,1.60,10,264,33,4833/AL
571382,Rental unit in Leça da Palmeira · ★4.80 · 3 bedrooms · 4 beds · 2 baths,2812007,João,MATOSINHOS,Matosinhos e Leça da Palmeira,41.1898,-8.6983,Entire home/apt,54,3,244,2023-05-21,1.92,6,175,24,33782/AL
969918,Rental unit in Porto · ★4.59 · 4 bedrooms · 3 beds · 2 baths,3148983,Rosinda,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14275,-8.60506,Entire home/apt,80,3,58,2018-06-23,0.48,2,11,0,56333/AL
141255,Rental unit in Senhora da Hora · 2 bedrooms · 2 beds · 2 baths,663708,Gabriela,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.19279,-8.66029,Private room,122,3,1,2022-07-08,0.09,1,29,1,
982730,Rental unit in Porto · ★4.69 · 1 bedroom · 2 beds · 1 bath,2868260,Henrique,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14782,-8.60519,Entire home/apt,65,7,116,2023-01-02,1.04,2,204,7,9594/AL
573687,Rental unit in Parada de Todeia · ★4.92 · 1 bedroom · 2 beds · 1 bath,680010,Liana,PAREDES,Parada de Todeia,41.158642,-8.378835,Entire home/apt,127,2,26,2023-05-08,0.21,10,140,3,25639/AL
577242,Home in Santa Maria da Feira · ★4.61 · 4 bedrooms · 4 beds · 3 baths,2838878,Dulce,SANTA MARIA DA FEIRA,Argoncilhe,41.02448,-8.53994,Entire home/apt,210,5,60,2023-05-31,0.47,1,176,4,
155127,Condo in São Cosme · ★4.62 · 3 bedrooms · 5 beds · 2.5 baths,745984,André,GONDOMAR,"Gondomar (São Cosme), Valbom e Jovim",41.1248,-8.54418,Entire home/apt,85,2,118,2023-06-04,0.87,2,302,23,
579745,Rental unit in Porto · ★4.88 · 1 bedroom · 1 bed · 1 bath,2851799,Maria C,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15384,-8.67886,Entire home/apt,96,2,310,2023-05-10,2.34,1,212,17,20531/AL
1000044,Rental unit in Porto · ★4.85 · 1 bedroom · 1 bed · 1 bath,5497765,Filipa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.13994,-8.61363,Entire home/apt,130,3,172,2023-06-02,1.40,1,83,25,92876/AL
155723,Home in Porto · ★4.20 · 3 bedrooms · 3 beds · 3 baths,748789,Margarida M.,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15889,-8.61002,Entire home/apt,80,3,6,2017-08-13,0.04,1,0,0,
1023015,Guesthouse in Anta · ★4.87 · 1 bedroom · 2 beds · 1 bath,559704,Armando,ESPINHO,Anta e Guetim,40.99902,-8.61646,Entire home/apt,80,2,101,2023-06-09,0.83,2,16,14,10224
581356,Rental unit in Porto · ★4.92 · Studio · 2 beds · 1 bath,2712090,Hugo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14443,-8.61755,Entire home/apt,80,2,517,2023-06-11,3.91,2,74,68,30100/AL
581402,Home in Porto · ★4.82 · 1 bedroom · 4 beds · 1.5 baths,2861881,Sofia & Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14849,-8.60406,Private room,51,1,35,2019-07-31,0.26,6,0,0,
165699,Rental unit in Porto · ★4.82 · 5 bedrooms · 5 beds · 3 baths,789887,Bravo` S,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14822,-8.61476,Entire home/apt,446,2,102,2020-02-28,1.02,2,109,0,84715/AL
582405,Rental unit in Porto · ★4.72 · 3 bedrooms · 5 beds · 1 bath,2868260,Henrique,PORTO,Bonfim,41.15819,-8.60128,Entire home/apt,80,7,140,2022-08-31,1.07,2,43,2,18642/AL
1072112,Rental unit in Porto · ★4.85 · 1 bedroom · 1 bed · 1 bath,5897201,Marco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14204,-8.61797,Entire home/apt,90,1,517,2023-05-12,4.20,16,266,40,4916/AL
169321,Rental unit in Porto · ★4.90 · 2 bedrooms · 4 beds · 2 baths,806826,Miguel,PORTO,Bonfim,41.14536,-8.59792,Entire home/apt,186,3,188,2023-05-30,1.34,4,188,27,5458/AL
1075476,Rental unit in Porto · ★4.62 · 1 bedroom · 1 bed · 1 bath,1266562,Lovely,PORTO,Bonfim,41.14665,-8.59936,Entire home/apt,80,2,185,2023-05-19,1.60,18,282,8,109485/AL
1081354,Rental unit in Vila Nova de Gaia · ★4.77 · Studio · 1 bed · 1 bath,1675750,YoursPorto,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.14245,-8.62651,Entire home/apt,118,1,723,2023-05-21,5.87,21,354,78,23424/AL
587499,Rental unit in Porto · ★4.80 · 1 bedroom · 1 bed · 1 bath,2897689,Joana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1474,-8.61528,Entire home/apt,74,2,466,2023-06-08,3.55,1,330,31,6209/AL
186655,Townhouse in Porto · ★4.74 · 3 bedrooms · 5 beds · 1 bath,897112,Helena,PORTO,Lordelo do Ouro e Massarelos,41.15206,-8.65228,Entire home/apt,65,3,227,2023-06-01,1.58,1,245,10,6981/AL
597262,Villa in Matosinhos · 1 bedroom · 4 beds · 1 shared bath,2953301,Paulo,MATOSINHOS,"Perafita, Lavra e Santa Cruz do Bispo",41.26614,-8.72007,Private room,39,2,0,,,2,327,0,
1083736,Rental unit in Porto · ★4.82 · 1 bedroom · 2 beds · 1 bath,5897201,Marco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14396,-8.61734,Entire home/apt,81,2,163,2023-05-08,1.32,16,270,4,4925/AL
186946,Rental unit in Porto · ★4.90 · 1 bedroom · 1 bed · 1 bath,898831,Isabel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14087,-8.61703,Entire home/apt,134,2,328,2023-06-05,2.30,2,266,47,52314/AL
1096376,Serviced apartment in Porto · ★4.94 · Studio · 1 bed · 1 bath,6024220,Maria João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14409,-8.61145,Entire home/apt,139,2,148,2023-06-12,1.22,1,255,33,5105/AL
600573,Rental unit in Matosinhos · ★4.69 · 1 bedroom · 1 bed · 1 bath,2969815,Salomé,MATOSINHOS,Matosinhos e Leça da Palmeira,41.180832,-8.680304,Entire home/apt,75,2,59,2023-06-07,0.48,2,66,18,33393/AL
191005,Rental unit in Porto · ★4.70 · 2 bedrooms · 3 beds · 2 baths,923371,Carlos,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15328,-8.60758,Entire home/apt,97,3,132,2023-03-03,0.99,2,202,27,5773/AL
604702,Home in Porto · ★4.81 · 2 bedrooms · 4 beds · 1 bath,2993425,"Maria, Gabriela & Tiago",PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15667,-8.62764,Entire home/apt,129,2,394,2023-06-11,3.01,1,282,59,34224/AL
1119084,Rental unit in Valadares · ★4.63 · 2 bedrooms · 3 beds · 2 baths,6020311,Maria,VILA NOVA DE GAIA,Gulpilhares e Valadares,41.09142,-8.65001,Entire home/apt,59,4,19,2023-06-01,0.18,3,280,11,67776/AL
1127987,Rental unit in Valadares · ★5.0 · 2 bedrooms · 3 beds · 2 baths,6020311,Maria,VILA NOVA DE GAIA,Gulpilhares e Valadares,41.09128,-8.651,Entire home/apt,59,4,3,2023-04-14,0.17,3,322,1,
207475,Loft in Vila Nova de Gaia · ★4.56 · Studio · 1 bed · 1 bath,1020922,João E Susana,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13109,-8.61375,Entire home/apt,31,2,9,2018-01-03,0.07,1,0,0,
605605,Loft in Vila do Conde · ★4.60 · 3 bedrooms · 8 beds · 2 baths,2999213,Feriarcos,VILA DO CONDE,Vila do Conde,41.35313,-8.74471,Entire home/apt,96,2,15,2022-10-14,0.14,2,322,2,64412/AL
208147,Home in Vila do Conde · ★4.98 · 1 bedroom · 4 beds · 1 private bath,1024383,David,VILA DO CONDE,Fornelo e Vairão,41.326347,-8.660382,Private room,40,4,47,2023-06-08,0.49,1,69,10,
609453,Home in Porto · ★4.84 · 1 bedroom · 1 bed · 1 private bath,2861881,Sofia & Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14849,-8.60406,Private room,51,1,73,2019-09-21,0.56,6,0,0,
609455,Home in Porto · ★4.76 · 1 bedroom · 1 bed · 1 private bath,2861881,Sofia & Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.148804,-8.604039,Private room,51,1,63,2019-09-21,0.48,6,0,0,
1144090,Loft in Porto · ★4.64 · 1 bedroom · 1 bed · 1 bath,2220420,Tomás,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14826,-8.61574,Entire home/apt,90,2,581,2023-05-28,4.74,5,259,60,44228/AL
241573,Rental unit in Porto · ★4.59 · 2 bedrooms · 4 beds · 1 bath,1266562,Lovely,PORTO,Bonfim,41.14776,-8.60194,Entire home/apt,133,2,219,2023-03-31,1.55,18,268,21,7235/AL
613792,Guesthouse in Arcozelo · ★4.60 · 1 bedroom · 1 bed · 1 bath,3043794,Armando,VILA NOVA DE GAIA,Gulpilhares e Valadares,41.07648,-8.65492,Entire home/apt,55,3,89,2023-05-29,0.70,5,119,12,
241574,Rental unit in Porto · ★4.66 · 1 bedroom · 1 bed · 1 bath,1266562,Lovely,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14645,-8.60293,Entire home/apt,76,2,347,2023-03-22,2.46,18,262,7,6762/AL
619218,Home in Porto · ★4.68 · 1 bedroom · 1 bed · 1 bath,1651078,Lurdes,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15448,-8.61451,Entire home/apt,55,2,474,2023-06-08,3.60,5,300,39,30401/AL
1165025,Rental unit in Porto · ★4.81 · Studio · 1 bed · 1 bath,5723366,Miguel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14583,-8.62022,Entire home/apt,72,3,255,2023-06-10,2.09,3,213,31,44934/AL
241742,Rental unit in Porto · ★4.57 · 2 bedrooms · 3 beds · 1.5 baths,1266562,Lovely,PORTO,Bonfim,41.14831,-8.6004,Entire home/apt,133,2,244,2023-05-29,1.75,18,259,22,7235/AL
241743,Rental unit in Porto · ★4.55 · 1 bedroom · 2 beds · 1 bath,1266562,Lovely,PORTO,Bonfim,41.14654,-8.59991,Entire home/apt,78,2,159,2023-05-24,1.14,18,268,13,7233/AL
