Description,Score,Facilities,District,Neighbourhood,Room type,Price,Minimum nights,Host name,Number of reviews,Last review,Latitude,Longitude
Rental unit in porto,★4.70,"1 bedroom, 3 beds, 1 bath",Porto,Lordelo do Ouro e Massarelos,Entire home/apt,58,2,Paula,20,2022-07-28 00:00:00,41.1501,-8.66035
Rental unit in paredes municipality,★4.80,"2 bedrooms, 5 beds, 1 bath",Paredes,Cete,Entire home/apt,66,3,Isabel E João,15,2022-08-29 00:00:00,41.17481,-8.35362
Rental unit in porto,★4.54,"1 bedroom, 2 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,64,3,Estudios,164,2023-05-28 00:00:00,41.14755,-8.61742
Tiny home in vila nova de gaia,★5.0,"2 beds, 1 bath",Vila Nova de Gaia,São Félix da Marinha,Entire home/apt,67,2,Maria,3,2022-08-31 00:00:00,41.03993,-8.64003
Rental unit in estação,★4.83,"2 bedrooms, 4 beds, 1 bath",Paredes,Cete,Entire home/apt,66,5,Isabel E João,12,2022-08-22 00:00:00,41.17449,-8.35426
Rental unit in porto,★4.86,"2 bedrooms, 2 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,150,2,Ox,60,2023-04-24 00:00:00,41.14267,-8.61718
Rental unit in matosinhos,★4.64,"1 bedroom, 1 bed, 1 bath",Matosinhos,Matosinhos e Leça da Palmeira,Entire home/apt,38,4,Maria,139,2023-05-25 00:00:00,41.20043,-8.70667
Rental unit in porto,★4.79,"1 bedroom, 2 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,60,2,Dalila,561,2023-05-29 00:00:00,41.1447,-8.60541
Rental unit in porto,★4.76,"1 bedroom, 1 bed, 2 shared baths",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Private room,45,2,João,230,2023-05-30 00:00:00,41.14918,-8.60922
Rental unit in povoa de varzim,★4.36,"3 bedrooms, 5 beds, 2 baths",Vila do Conde,Vila do Conde,Entire home/apt,95,2,Patricia,73,2023-05-29 00:00:00,41.37035,-8.762
Rental unit in porto,★4.78,"2 bedrooms, 2 beds, 1.5 baths",Porto,Bonfim,Entire home/apt,80,3,Paula,230,2023-05-31 00:00:00,41.15786,-8.60427
Rental unit in porto,★4.30,"1 bedroom, 2 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,63,1,GuestReady,417,2023-06-05 00:00:00,41.14267,-8.61356
Rental unit in porto,★4.60,"1 bedroom, 1 bed, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,65,3,Sónia,55,2023-06-11 00:00:00,41.14283,-8.60787
Loft in porto,★4.70,"1 bedroom, 3 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,125,2,Bruno,21,2021-12-05 00:00:00,41.14195,-8.61844
Loft in porto,★4.86,"2 bedrooms, 5 beds, 1 bath",Vila Nova de Gaia,Santa Marinha e São Pedro da Afurada,Entire home/apt,170,2,Bruno,44,2023-04-09 00:00:00,41.14008,-8.62086
Rental unit in porto,★4.78,"1 bedroom, 1 bed, 2 shared baths",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Private room,43,2,João,213,2023-05-29 00:00:00,41.14908,-8.60905
Rental unit in porto,★4.45,"1 bedroom, 1 bed, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,47,3,Aposentus,111,2023-05-30 00:00:00,41.15821,-8.6124
Rental unit in porto,★4.67,"1 bedroom, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,71,3,Paula,186,2020-08-28 00:00:00,41.1561,-8.60962
Rental unit in porto,★4.77,"1 bedroom, 1 bed, 1 bath",Porto,Bonfim,Entire home/apt,90,3,Gundega & Antonio,289,2023-03-02 00:00:00,41.14707,-8.60109
Rental unit in vila do conde,★4.48,"2 bedrooms, 3 beds, 1 bath",Vila do Conde,Vila do Conde,Entire home/apt,85,3,Marco,31,2022-10-15 00:00:00,41.34521,-8.7508
Farm stay in valongo municipality,★4.98,"5 bedrooms, 7 beds, 6 baths",Valongo,Alfena,Entire home/apt,550,5,Hélder,41,2023-04-24 00:00:00,41.23578,-8.52927
Boat in vila nova de gaia,★5.0,"2 bedrooms, 2 beds, 2 baths",Vila Nova de Gaia,Canidelo,Entire home/apt,214,1,Manuel,10,2022-06-13 00:00:00,41.1411,-8.65148
Rental unit in porto,★4.77,"2 bedrooms, 3 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,132,2,Ox,13,2022-04-11 00:00:00,41.1441,-8.61759
Boat in matosinhos,★4.47,"3 bedrooms, 4 beds, 1 bath",Matosinhos,Matosinhos e Leça da Palmeira,Entire home/apt,74,2,Aude,20,2022-10-04 00:00:00,41.1868,-8.70497
Rental unit in vila nova de gaia,★Unknown,"1 bedroom, 1 bed",Vila Nova de Gaia,Gulpilhares e Valadares,Private room,80,1,Isabel Morgado,0,,41.07378,-8.65368
Villa in espiunca,★4.95,"3 bedrooms, 4 beds, 3 baths",Arouca,Canelas e Espiunca,Entire home/apt,185,2,Dulce,42,2023-05-01 00:00:00,40.99038,-8.21421
Home in porto,★4.50,"2 bedrooms, 4 beds, 2.5 baths",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,150,1,Sofia & Jorge,7,2018-08-22 00:00:00,41.14722,-8.60383
Rental unit in porto,★4.23,"4 bedrooms, 5 beds, 2 baths",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,199,3,João,150,2022-10-07 00:00:00,41.14905,-8.60905
Home in porto,★4.53,"2 bedrooms, 1 bed, 1 bath",Porto,Ramalde,Private room,45,1,Monica,244,2018-09-11 00:00:00,41.16693,-8.63799
Rental unit in porto,★4.57,"1 bedroom, 1 bed, 1 shared bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Private room,42,4,Pedro,163,2023-02-28 00:00:00,41.15605,-8.60928
Rental unit in porto,★4.78,"1 bedroom, 2 beds, 2 shared baths",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Private room,45,2,João,131,2023-05-23 00:00:00,41.14908,-8.60905
Rental unit in porto,★4.57,"4 bedrooms, 4 beds, 3 baths",Porto,Bonfim,Entire home/apt,196,4,Aida,287,2023-05-29 00:00:00,41.15877,-8.59893
Rental unit in porto,★4.65,"1 bedroom, 1 bed, 1 shared bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Private room,41,4,Pedro,130,2022-11-29 00:00:00,41.15604,-8.60933
Guesthouse in oliveira do douro,★4.86,"2 bedrooms, 3 beds, 1 bath",Vila Nova de Gaia,Oliveira do Douro,Entire home/apt,61,4,Manuel,142,2022-10-30 00:00:00,41.12961,-8.58427
Rental unit in porto,★4.52,"1 bedroom, 1 bed, 0 shared baths",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Private room,41,3,Pedro,206,2023-05-05 00:00:00,41.15194,-8.60782
Guesthouse in anta,★4.67,"3 bedrooms, 2 beds, 1 private bath",Espinho,Anta e Guetim,Private room,60,2,Armando,9,2022-09-24 00:00:00,40.99902,-8.6163
Rental unit in porto,★4.87,"2 bedrooms, 2 beds, 1 private bath",Porto,"Aldoar, Foz do Douro e Nevogilde",Private room,50,3,Maria Julieta,183,2023-05-12 00:00:00,41.17111,-8.66351
Rental unit in porto,★4.70,"1 bedroom, 2 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,55,7,César,238,2023-05-29 00:00:00,41.14602,-8.61447
Home in porto,★4.55,"2 bedrooms, 3 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,65,2,Rui,431,2023-05-26 00:00:00,41.15117,-8.61461
Rental unit in rio tinto,★Unknown,"1 bedroom, 1 bed, 1 bath",Gondomar,Rio Tinto,Private room,76,1,Yuriy,0,,41.17257,-8.56586
Home in porto,★4.66,"4 bedrooms, 6 beds, 3 baths",Porto,Paranhos,Entire home/apt,113,2,Olga,82,2023-05-14 00:00:00,41.17563,-8.62323
Rental unit in porto,★4.73,"2 bedrooms, 2 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,191,2,Go2oporto,44,2023-05-25 00:00:00,41.14022,-8.61528
Rental unit in porto,★4.40,"1 bedroom, 2 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,176,2,Go2oporto,10,2023-03-09 00:00:00,41.14023,-8.61512
Rental unit in porto,★4.80,"1 bedroom, 2 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,145,1,YoursPorto,410,2023-06-05 00:00:00,41.14002,-8.61519
Rental unit in vila nova de gaia,★4.65,"1 bedroom, 1 bed, 1 private bath",Vila Nova de Gaia,Mafamude e Vilar do Paraíso,Private room,68,2,Manuel & Family,241,2022-09-25 00:00:00,41.12424,-8.61346
Home in porto,★4.65,"1 bedroom, 1 bed, 1 shared bath",Porto,Bonfim,Private room,43,5,Fernanda,18,2023-05-23 00:00:00,41.15258,-8.60187
Boutique hotel in porto,★5.0,"Studio, 1 bed, 0 shared baths",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Private room,109,2,Ema,4,2022-09-26 00:00:00,41.15065,-8.62109
Rental unit in porto,★4.46,"2 bedrooms, 2 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,194,2,Go2oporto,13,2023-04-19 00:00:00,41.14021,-8.6155
Rental unit in porto,★Unknown,"1 bedroom, 1 bed, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,102,2,Ox,2,2023-04-09 00:00:00,41.14365,-8.61753
Rental unit in porto,★4.62,"1 bedroom, 1 bed, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,100,2,Ox,21,2023-04-19 00:00:00,41.14142,-8.61745
Home in porto,★4.87,"1 bedroom, 4 beds, 1.5 baths",Porto,Campanhã,Private room,35,2,Aurora,510,2023-06-08 00:00:00,41.1546,-8.58985
Rental unit in vila nova de gaia,★4.65,"1 bedroom, 1 bed, 1 shared bath",Vila Nova de Gaia,Santa Marinha e São Pedro da Afurada,Private room,32,2,Manuel & Family,500,2023-05-29 00:00:00,41.12557,-8.61512
Rental unit in porto,★4.63,"1 bedroom, 1 bed, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,98,2,Ox,36,2022-05-29 00:00:00,41.14287,-8.61613
Rental unit in porto,★4.57,"2 bedrooms, 2 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,130,2,Ox,64,2023-05-20 00:00:00,41.14215,-8.61763
Rental unit in porto,★4.59,"2 bedrooms, 2 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,135,2,Ox,40,2022-10-07 00:00:00,41.14309,-8.61706
Boutique hotel in porto,★Unknown,"Studio, 2 beds, 0 shared baths",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Private room,132,2,Ema,2,2022-07-03 00:00:00,41.14921,-8.61951
Boutique hotel in porto,★Unknown,"1 bedroom, 2 beds, 1 private bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Private room,166,2,Ema,0,,41.15004,-8.61974
Boutique hotel in porto,★Unknown,"1 bedroom, 1 bed, 1 private bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Private room,149,2,Ema,0,,41.14909,-8.62093
Rental unit in porto,★4.73,"1 bedroom, 1 bed, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,71,2,António & Irene,228,2023-06-11 00:00:00,41.14993,-8.6151
Rental unit in porto,★4.83,"1 bedroom, 1 bed, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,180,1,Citybreak,12,2019-07-30 00:00:00,41.14284,-8.61469
Rental unit in porto,★4.81,"2 bedrooms, 2 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,147,2,Ox,63,2023-05-21 00:00:00,41.14355,-8.61621
Rental unit in porto,★4.77,"1 bedroom, 2 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,75,2,António & Irene,178,2023-06-06 00:00:00,41.1506,-8.61391
Condo in vila nova de gaia,★4.94,"2 bedrooms, 5 beds, 1.5 baths",Vila Nova de Gaia,Canidelo,Entire home/apt,146,3,Sun Sea City,177,2020-10-25 00:00:00,41.1277,-8.66321
Rental unit in porto,★4.54,"1 bedroom, 4 beds, 2 baths",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,237,1,Citybreak,37,2020-02-27 00:00:00,41.14142,-8.61359
Home in porto,★4.85,"1 bedroom, 2 beds, 1 private bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Private room,69,3,Paula,324,2023-06-03 00:00:00,41.15396,-8.60421
Condo in vila nova de gaia,★4.97,"3 bedrooms, 6 beds, 3.5 baths",Vila Nova de Gaia,Madalena,Entire home/apt,315,2,Natacha,99,2023-05-20 00:00:00,41.10432,-8.66025
Rental unit in porto,★4.47,"1 bedroom, 3 beds, 1 bath",Porto,Bonfim,Entire home/apt,83,2,Liana,232,2023-05-25 00:00:00,41.14622,-8.59423
Rental unit in leça da palmeira,★4.80,"3 bedrooms, 4 beds, 2 baths",Matosinhos,Matosinhos e Leça da Palmeira,Entire home/apt,54,3,João,244,2023-05-21 00:00:00,41.1898,-8.6983
Rental unit in porto,★4.59,"4 bedrooms, 3 beds, 2 baths",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,80,3,Rosinda,58,2018-06-23 00:00:00,41.14275,-8.60506
Rental unit in senhora da hora,★Unknown,"2 bedrooms, 2 beds, 2 baths",Matosinhos,São Mamede de Infesta e Senhora da Hora,Private room,122,3,Gabriela,1,2022-07-08 00:00:00,41.19279,-8.66029
Rental unit in porto,★4.69,"1 bedroom, 2 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,65,7,Henrique,116,2023-01-02 00:00:00,41.14782,-8.60519
Rental unit in parada de todeia,★4.92,"1 bedroom, 2 beds, 1 bath",Paredes,Parada de Todeia,Entire home/apt,127,2,Liana,26,2023-05-08 00:00:00,41.158642,-8.378835
Home in santa maria da feira,★4.61,"4 bedrooms, 4 beds, 3 baths",Santa Maria da Feira,Argoncilhe,Entire home/apt,210,5,Dulce,60,2023-05-31 00:00:00,41.02448,-8.53994
Condo in são cosme,★4.62,"3 bedrooms, 5 beds, 2.5 baths",Gondomar,"Gondomar (São Cosme), Valbom e Jovim",Entire home/apt,85,2,André,118,2023-06-04 00:00:00,41.1248,-8.54418
Rental unit in porto,★4.88,"1 bedroom, 1 bed, 1 bath",Porto,"Aldoar, Foz do Douro e Nevogilde",Entire home/apt,96,2,Maria C,310,2023-05-10 00:00:00,41.15384,-8.67886
Rental unit in porto,★4.85,"1 bedroom, 1 bed, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,130,3,Filipa,172,2023-06-02 00:00:00,41.13994,-8.61363
Home in porto,★4.20,"3 bedrooms, 3 beds, 3 baths",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,80,3,Margarida M.,6,2017-08-13 00:00:00,41.15889,-8.61002
Guesthouse in anta,★4.87,"1 bedroom, 2 beds, 1 bath",Espinho,Anta e Guetim,Entire home/apt,80,2,Armando,101,2023-06-09 00:00:00,40.99902,-8.61646
Rental unit in porto,★4.92,"Studio, 2 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,80,2,Hugo,517,2023-06-11 00:00:00,41.14443,-8.61755
Home in porto,★4.82,"1 bedroom, 4 beds, 1.5 baths",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Private room,51,1,Sofia & Jorge,35,2019-07-31 00:00:00,41.14849,-8.60406
Rental unit in porto,★4.82,"5 bedrooms, 5 beds, 3 baths",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,446,2,Bravo` S,102,2020-02-28 00:00:00,41.14822,-8.61476
Rental unit in porto,★4.72,"3 bedrooms, 5 beds, 1 bath",Porto,Bonfim,Entire home/apt,80,7,Henrique,140,2022-08-31 00:00:00,41.15819,-8.60128
Rental unit in porto,★4.85,"1 bedroom, 1 bed, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,90,1,Marco,517,2023-05-12 00:00:00,41.14204,-8.61797
Rental unit in porto,★4.90,"2 bedrooms, 4 beds, 2 baths",Porto,Bonfim,Entire home/apt,186,3,Miguel,188,2023-05-30 00:00:00,41.14536,-8.59792
Rental unit in porto,★4.62,"1 bedroom, 1 bed, 1 bath",Porto,Bonfim,Entire home/apt,80,2,Lovely,185,2023-05-19 00:00:00,41.14665,-8.59936
Rental unit in vila nova de gaia,★4.77,"Studio, 1 bed, 1 bath",Vila Nova de Gaia,Santa Marinha e São Pedro da Afurada,Entire home/apt,118,1,YoursPorto,723,2023-05-21 00:00:00,41.14245,-8.62651
Rental unit in porto,★4.80,"1 bedroom, 1 bed, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,74,2,Joana,466,2023-06-08 00:00:00,41.1474,-8.61528
Townhouse in porto,★4.74,"3 bedrooms, 5 beds, 1 bath",Porto,Lordelo do Ouro e Massarelos,Entire home/apt,65,3,Helena,227,2023-06-01 00:00:00,41.15206,-8.65228
Villa in matosinhos,★Unknown,"1 bedroom, 4 beds, 1 shared bath",Matosinhos,"Perafita, Lavra e Santa Cruz do Bispo",Private room,39,2,Paulo,0,,41.26614,-8.72007
Rental unit in porto,★4.82,"1 bedroom, 2 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,81,2,Marco,163,2023-05-08 00:00:00,41.14396,-8.61734
Rental unit in porto,★4.90,"1 bedroom, 1 bed, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,134,2,Isabel,328,2023-06-05 00:00:00,41.14087,-8.61703
Serviced apartment in porto,★4.94,"Studio, 1 bed, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,139,2,Maria João,148,2023-06-12 00:00:00,41.14409,-8.61145
Rental unit in matosinhos,★4.69,"1 bedroom, 1 bed, 1 bath",Matosinhos,Matosinhos e Leça da Palmeira,Entire home/apt,75,2,Salomé,59,2023-06-07 00:00:00,41.180832,-8.680304
Rental unit in porto,★4.70,"2 bedrooms, 3 beds, 2 baths",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,97,3,Carlos,132,2023-03-03 00:00:00,41.15328,-8.60758
Home in porto,★4.81,"2 bedrooms, 4 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,129,2,"Maria, Gabriela & Tiago",394,2023-06-11 00:00:00,41.15667,-8.62764
Rental unit in valadares,★4.63,"2 bedrooms, 3 beds, 2 baths",Vila Nova de Gaia,Gulpilhares e Valadares,Entire home/apt,59,4,Maria,19,2023-06-01 00:00:00,41.09142,-8.65001
Rental unit in valadares,★5.0,"2 bedrooms, 3 beds, 2 baths",Vila Nova de Gaia,Gulpilhares e Valadares,Entire home/apt,59,4,Maria,3,2023-04-14 00:00:00,41.09128,-8.651
Loft in vila nova de gaia,★4.56,"Studio, 1 bed, 1 bath",Vila Nova de Gaia,Santa Marinha e São Pedro da Afurada,Entire home/apt,31,2,João E Susana,9,2018-01-03 00:00:00,41.13109,-8.61375
Loft in vila do conde,★4.60,"3 bedrooms, 8 beds, 2 baths",Vila do Conde,Vila do Conde,Entire home/apt,96,2,Feriarcos,15,2022-10-14 00:00:00,41.35313,-8.74471
Home in vila do conde,★4.98,"1 bedroom, 4 beds, 1 private bath",Vila do Conde,Fornelo e Vairão,Private room,40,4,David,47,2023-06-08 00:00:00,41.326347,-8.660382
Home in porto,★4.84,"1 bedroom, 1 bed, 1 private bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Private room,51,1,Sofia & Jorge,73,2019-09-21 00:00:00,41.14849,-8.60406
Home in porto,★4.76,"1 bedroom, 1 bed, 1 private bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Private room,51,1,Sofia & Jorge,63,2019-09-21 00:00:00,41.148804,-8.604039
Loft in porto,★4.64,"1 bedroom, 1 bed, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,90,2,Tomás,581,2023-05-28 00:00:00,41.14826,-8.61574
Rental unit in porto,★4.59,"2 bedrooms, 4 beds, 1 bath",Porto,Bonfim,Entire home/apt,133,2,Lovely,219,2023-03-31 00:00:00,41.14776,-8.60194
Guesthouse in arcozelo,★4.60,"1 bedroom, 1 bed, 1 bath",Vila Nova de Gaia,Gulpilhares e Valadares,Entire home/apt,55,3,Armando,89,2023-05-29 00:00:00,41.07648,-8.65492
Rental unit in porto,★4.66,"1 bedroom, 1 bed, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,76,2,Lovely,347,2023-03-22 00:00:00,41.14645,-8.60293
Home in porto,★4.68,"1 bedroom, 1 bed, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,55,2,Lurdes,474,2023-06-08 00:00:00,41.15448,-8.61451
Rental unit in porto,★4.81,"Studio, 1 bed, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,72,3,Miguel,255,2023-06-10 00:00:00,41.14583,-8.62022
Rental unit in porto,★4.57,"2 bedrooms, 3 beds, 1.5 baths",Porto,Bonfim,Entire home/apt,133,2,Lovely,244,2023-05-29 00:00:00,41.14831,-8.6004
Rental unit in porto,★4.55,"1 bedroom, 2 beds, 1 bath",Porto,Bonfim,Entire home/apt,78,2,Lovely,159,2023-05-24 00:00:00,41.14654,-8.59991
Rental unit in porto,★4.84,"1 bedroom, 1 bed",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,80,3,Maria De Lurdes,306,2023-06-02 00:00:00,41.14765,-8.61876
Rental unit in porto,★4.90,"1 bedroom, 1 bed, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,102,3,Salomé,335,2023-06-08 00:00:00,41.15075,-8.6217
Rental unit in porto,★4.91,"1 bedroom, 1 bed, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,95,2,Eugenia And Luis,384,2023-06-11 00:00:00,41.14295,-8.61372
Rental unit in porto,★4.63,"1 bedroom, 1 bed, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,79,5,Amália,99,2022-10-31 00:00:00,41.1605,-8.6327
Townhouse in anta,★4.85,"1 bedroom, 2 beds, 1 private bath",Espinho,Anta e Guetim,Private room,80,2,Isa,61,2023-06-09 00:00:00,40.99925,-8.61615
Rental unit in porto,★4.94,"1 bedroom, 2 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,95,3,Adérito,201,2023-05-23 00:00:00,41.14175,-8.61355
Home in vila nova de gaia,★4.68,"2 bedrooms, 2 beds, 1 bath",Vila Nova de Gaia,Avintes,Entire home/apt,90,7,Teresa E Pedro / Teresa Und Pedro,39,2023-04-23 00:00:00,41.11834,-8.54862
Rental unit in porto,★4.62,"1 bedroom, 2 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,80,2,Tomás,414,2023-05-23 00:00:00,41.1475,-8.61796
Rental unit in porto,★4.87,"1 bedroom, 1 bed, 1 bath",Porto,Lordelo do Ouro e Massarelos,Entire home/apt,55,3,Chris,64,2023-05-31 00:00:00,41.15906,-8.63666
Loft in vila do conde,★4.89,"3 bedrooms, 3 beds, 2 baths",Vila do Conde,Vila do Conde,Entire home/apt,101,2,Feriarcos,9,2023-06-03 00:00:00,41.35519,-8.74315
Rental unit in porto,★4.27,"1 bedroom, 1 bed, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,49,3,Júlia,143,2023-05-28 00:00:00,41.15676,-8.60897
Home in porto,★4.64,"1 bedroom, 1 bed, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,51,2,Lurdes,505,2023-06-04 00:00:00,41.15448,-8.61451
Rental unit in porto,★4.73,"2 bedrooms, 5 beds, 1 bath",Porto,Lordelo do Ouro e Massarelos,Entire home/apt,230,2,Joana,68,2022-10-04 00:00:00,41.15328,-8.62524
Rental unit in porto,★4.77,"3 bedrooms, 1 bed, 1 bath",Porto,Lordelo do Ouro e Massarelos,Entire home/apt,210,1,Joana,14,2022-04-03 00:00:00,41.15326,-8.62522
Rental unit in porto,★4.73,"4 bedrooms, 4 beds, 2 baths",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,151,2,Miguel,283,2023-06-12 00:00:00,41.16431,-8.62965
Rental unit in porto,★4.63,"1 bedroom, 2 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,84,2,Lovely,271,2023-05-25 00:00:00,41.14663,-8.60385
Rental unit in porto,★4.86,"3 bedrooms, 3 beds, 2 baths",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,400,2,Eugenia And Luis,426,2023-06-05 00:00:00,41.14298,-8.61363
Loft in porto,★5.0,"2 bedrooms, 2 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,183,2,Ox,11,2019-08-15 00:00:00,41.14364,-8.61628
Rental unit in porto,★4.87,"1 bedroom, 2 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,152,2,Diana,404,2023-05-29 00:00:00,41.1413,-8.61543
