Description,Score,Facilities,District,Neighbourhood,Room type,Price,Minimum nights,Host name,Number of reviews,Last review,Latitude,Longitude
Rental unit in porto,★4.86,"2 bedrooms, 2 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,110,5,Isabel,66,2023-05-23 00:00:00,41.15014,-8.6034
Rental unit in porto,★4.72,"1 bedroom, 2 beds, 1.5 shared baths",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Private room,38,2,Alexandra,230,2023-06-12 00:00:00,41.1477,-8.60364
Rental unit in porto,★4.70,"8 bedrooms, 1 bed, 1.5 shared baths",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Private room,37,2,Alexandra,266,2023-05-25 00:00:00,41.14883,-8.6033
Rental unit in porto,★4.73,"1 bedroom, 1 bed, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,68,2,Bragas Studios,41,2023-05-16 00:00:00,41.15231,-8.61652
Rental unit in porto,★4.88,"1 bedroom, 1 bed, 1 bath",Porto,Bonfim,Entire home/apt,76,2,Joana,278,2023-06-05 00:00:00,41.14954,-8.60159
Rental unit in porto,★4.79,"1 bedroom, 1 bed, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,62,2,Bragas Studios,62,2023-05-20 00:00:00,41.15317,-8.61581
Guesthouse in perafita -matosinhos,★4.33,"1 bedroom, 1 bed, 1.5 shared baths",Matosinhos,"Perafita, Lavra e Santa Cruz do Bispo",Private room,55,1,Manuela,57,2023-05-24 00:00:00,41.22444,-8.71563
Rental unit in vila nova de gaia,★Unknown,"1 bedroom, 1 bed, 2 baths",Vila Nova de Gaia,Canidelo,Entire home/apt,55,1,Sílvia,0,,41.12527,-8.63432
Rental unit in porto,★4.67,"2 bedrooms, 3 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,82,2,Abel,551,2023-06-05 00:00:00,41.14926,-8.61699
Rental unit in porto,★4.82,"Studio, 1 bed, 1 bath",Porto,Lordelo do Ouro e Massarelos,Entire home/apt,81,2,Marcos,318,2023-05-17 00:00:00,41.14887,-8.63418
Guesthouse in perafita - matosinhos,★4.44,"1 bedroom, 2 beds, 1 private bath",Matosinhos,"Perafita, Lavra e Santa Cruz do Bispo",Private room,61,1,Manuela,68,2023-06-12 00:00:00,41.22551,-8.7177
Guesthouse in cabo do mundo,★4.37,"1 bedroom, 2 beds, 1 shared bath",Matosinhos,"Perafita, Lavra e Santa Cruz do Bispo",Private room,56,1,Manuela,92,2023-05-28 00:00:00,41.22421,-8.71662
Rental unit in porto,★4.84,"1 bedroom, 1 bed, 1 shared bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Private room,37,2,Carlos,339,2023-05-29 00:00:00,41.15201,-8.60583
Rental unit in porto,★Unknown,"1 bedroom, 1 bed, 1 bath",Porto,Bonfim,Entire home/apt,48,2,Secondright,0,,41.16001,-8.59674
Rental unit in porto,★4.27,"1 bedroom, 2 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,200,1,GuestReady,131,2020-10-16 00:00:00,41.15099,-8.61264
Rental unit in porto,★4.55,"1 bedroom, 1 bed, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,52,2,Paula,20,2019-09-10 00:00:00,41.16412,-8.6119
Rental unit in porto,★4.77,"2 bedrooms, 4 beds, 2 baths",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,190,2,Lorenzo,35,2023-04-10 00:00:00,41.14845,-8.61277
Loft in porto,★4.85,"Studio, 2 beds, 1 bath",Porto,Lordelo do Ouro e Massarelos,Entire home/apt,76,2,Marcos,182,2023-05-19 00:00:00,41.1488,-8.63417
Rental unit in porto,★Unknown,"1 bedroom, 2 beds, 1 bath",Porto,Lordelo do Ouro e Massarelos,Private room,45,2,Vitor,0,,41.15344,-8.63029
Home in arouca,★Unknown,"1 bedroom, 2 beds, 1 bath",Arouca,Chave,Entire home/apt,35,1,Maria Celeste,1,2019-09-28 00:00:00,40.89457,-8.33605
Rental unit in porto,★Unknown,"1 bedroom, 1 bed, 1 bath",Porto,Lordelo do Ouro e Massarelos,Private room,40,2,Vitor,0,,41.15215,-8.63084
Rental unit in leça da palmeira,★4.78,"2 bedrooms, 3 beds, 2 baths",Matosinhos,Matosinhos e Leça da Palmeira,Entire home/apt,65,3,Joana,9,2019-07-13 00:00:00,41.19602,-8.70372
Rental unit in porto,★4.82,"1 bedroom, 2 beds, 1 bath",Porto,Lordelo do Ouro e Massarelos,Entire home/apt,71,2,Marcos,130,2023-05-12 00:00:00,41.14879,-8.63416
Rental unit in porto,★4.41,"Studio, 3 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,80,1,Feels Like Home,41,2023-06-02 00:00:00,41.15094,-8.61434
Rental unit in porto,★4.79,"1 bedroom, 2 beds, 1 bath",Porto,Lordelo do Ouro e Massarelos,Entire home/apt,73,2,Marcos,122,2023-05-25 00:00:00,41.14882,-8.63419
Rental unit in porto,★4.77,"Studio, 2 beds, 1 bath",Porto,Lordelo do Ouro e Massarelos,Entire home/apt,70,2,Marcos,124,2023-05-25 00:00:00,41.14879,-8.63418
Bed and breakfast in espinho,★4.91,"1 bedroom, 2 beds, 1 bath",Espinho,Espinho,Private room,60,1,Diogo Sá Ribeiro,23,2023-04-29 00:00:00,41.00827,-8.64117
Bed and breakfast in espinho,★5.0,"1 bedroom, 2 beds, 1 shared bath",Espinho,Espinho,Private room,60,1,Diogo Sá Ribeiro,7,2023-04-30 00:00:00,41.00858,-8.64002
Cottage in vila nova de gaia,★4.82,"1 bedroom, 6 beds, 1 bath",Vila Nova de Gaia,Canidelo,Entire home/apt,59,2,Surf & Olives,103,2023-06-08 00:00:00,41.11564,-8.65747
Guesthouse in porto,★3.70,"1 bedroom, 1 bed, 1.5 shared baths",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Private room,40,3,Go2oporto,10,2021-08-24 00:00:00,41.153774,-8.60746
Rental unit in porto,★4.82,"Studio, 1 bed, 1 bath",Porto,Lordelo do Ouro e Massarelos,Entire home/apt,78,2,Marcos,226,2023-05-26 00:00:00,41.14899,-8.63416
Rental unit in porto,★4.64,"2 bedrooms, 2 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,59,4,Kiki & Teresa,175,2023-06-04 00:00:00,41.14511,-8.60592
Rental unit in porto,★4.69,"2 bedrooms, 3 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,80,2,Sílvia E André,190,2023-06-12 00:00:00,41.14676284790039,-8.617268562316895
Rental unit in porto,★4.85,"2 bedrooms, 3 beds, 1.5 baths",Porto,"Aldoar, Foz do Douro e Nevogilde",Private room,35,3,Jorge,161,2018-10-27 00:00:00,41.14987,-8.66402
Rental unit in porto,★Unknown,"1 bedroom, 1 bed, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,40,1,Juliana,0,,41.14647,-8.61547
Rental unit in arcozelo,★4.15,"2 bedrooms, 2 beds, 1 bath",Vila Nova de Gaia,Arcozelo,Entire home/apt,33,1,Cristina,28,2017-08-19 00:00:00,41.06625,-8.64007
Rental unit in porto,★4.79,"2 bedrooms, 4 beds, 2 baths",Porto,Bonfim,Entire home/apt,86,1,Nuno,288,2023-06-08 00:00:00,41.1475,-8.58903
Rental unit in canidelo,★4.81,"2 bedrooms, 2 beds, 2 baths",Vila Nova de Gaia,Canidelo,Entire home/apt,110,3,Celso,110,2023-05-24 00:00:00,41.12691,-8.66645
Guesthouse in porto,★4.50,"1 bedroom, 1 bed, 1.5 shared baths",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Private room,40,3,Go2oporto,8,2017-08-28 00:00:00,41.153694,-8.607723
Guesthouse in porto,★Unknown,"1 bedroom, 1 bed, 1.5 shared baths",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Private room,40,3,Go2oporto,0,,41.153709,-8.607594
Rental unit in touguinha,★5.0,"2 bedrooms, 2 beds, 1 bath",Vila do Conde,Touguinha e Touguinhó,Entire home/apt,65,7,Sofia,5,2018-08-13 00:00:00,41.37164,-8.71961
Rental unit in vila nova de gaia,★4.86,"2 bedrooms, 4 beds, 1 bath",Vila Nova de Gaia,Santa Marinha e São Pedro da Afurada,Entire home/apt,55,2,Estefania,79,2023-05-16 00:00:00,41.13515,-8.60998
Home in porto,★4.89,"4 bedrooms, 5 beds, 3.5 baths",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,300,3,João,256,2023-06-03 00:00:00,41.1504,-8.60928
Rental unit in vila nova de gaia,★Unknown,"2 bedrooms, 4 beds, 2 baths",Vila Nova de Gaia,Mafamude e Vilar do Paraíso,Entire home/apt,175,4,Marie,2,2017-02-24 00:00:00,41.12369,-8.60153
Rental unit in porto,★4.88,"1 bedroom, 1 bed, 1 private bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Private room,69,3,Patricia,81,2020-08-26 00:00:00,41.15136,-8.60738
Rental unit in porto,★4.51,"1 bedroom, 1 bed, 1 bath",Porto,Bonfim,Entire home/apt,62,3,Bruno,146,2023-05-23 00:00:00,41.15173,-8.60216
Home in argivai,★4.73,"1 bedroom, 1 bed, 1 bath",Póvoa de Varzim,"Póvoa de Varzim, Beiriz e Argivai",Entire home/apt,50,4,Tania,86,2022-10-18 00:00:00,41.37549,-8.73866
Guesthouse in perafita -matosinhos,★4.43,"1 bedroom, 2 beds, 1.5 shared baths",Matosinhos,"Perafita, Lavra e Santa Cruz do Bispo",Private room,56,1,Manuela,79,2023-05-18 00:00:00,41.22575,-8.71657
Rental unit in porto,★4.87,"1 bedroom, 3 beds, 1 bath",Porto,Bonfim,Entire home/apt,60,2,Miguel,418,2023-06-04 00:00:00,41.14869,-8.60171
Loft in porto,★4.77,"Studio, 2 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,54,3,Susana,242,2023-05-29 00:00:00,41.14739,-8.60434
Rental unit in porto,★4.93,"2 bedrooms, 4 beds, 1 bath",Porto,Bonfim,Entire home/apt,75,1,Mira E José,46,2020-08-24 00:00:00,41.16476,-8.59991
Rental unit in porto,★Unknown,"1 bedroom, 1 bed, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Private room,80,1,Joaquim,1,2019-08-11 00:00:00,41.14816,-8.61378
Rental unit in porto,★4.89,"1 bedroom, 2 beds, 1 bath",Porto,Bonfim,Entire home/apt,93,2,Laura,224,2023-06-09 00:00:00,41.14542,-8.59723
Rental unit in porto,★4.79,"2 bedrooms, 2 beds, 2 baths",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,107,4,Olga Maria,266,2023-06-05 00:00:00,41.14723,-8.60542
Rental unit in porto,★4.43,"1 bedroom, 1 bed, 1 bath",Porto,Paranhos,Entire home/apt,63,5,Susana,46,2023-05-28 00:00:00,41.17265,-8.60525
Rental unit in porto,★Unknown,"1 bedroom, 1 bed, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,100,1,Joaquim,0,,41.14809,-8.61556
Rental unit in vila nova de gaia,★4.71,"1 bedroom, 2 beds, 1 bath",Vila Nova de Gaia,Santa Marinha e São Pedro da Afurada,Entire home/apt,61,3,Armando,29,2023-05-11 00:00:00,41.12952,-8.61911
Home in sandim,★4.69,"2 bedrooms, 2 beds, 2 baths",Vila Nova de Gaia,"Sandim, Olival, Lever e Crestuma",Entire home/apt,80,7,Manuel,42,2022-08-20 00:00:00,41.04543,-8.50561
Loft in porto,★4.81,"2 bedrooms, 6 beds, 1 bath",Porto,Bonfim,Entire home/apt,85,2,Carlos Eduardo,226,2023-06-07 00:00:00,41.14718,-8.59306
Rental unit in porto,★4.33,"Studio, 1 bed, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,55,2,Manuel,146,2019-10-13 00:00:00,41.14641,-8.60216
Rental unit in vila nova de gaia,★4.40,"2 bedrooms, 3 beds, 1.5 baths",Vila Nova de Gaia,Santa Marinha e São Pedro da Afurada,Entire home/apt,104,2,Joao,10,2022-07-30 00:00:00,41.14345,-8.64548
Rental unit in vila nova de gaia,★4.88,"2 bedrooms, 2 beds, 2 baths",Vila Nova de Gaia,Canidelo,Entire home/apt,100,4,Marcos,105,2023-01-26 00:00:00,41.12849,-8.66705
Rental unit in porto,★4.89,"1 bedroom, 2 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,125,2,Chris,19,2022-04-26 00:00:00,41.14431,-8.62181
Rental unit in porto,★4.90,"1 bedroom, 2 beds, 1 bath",Porto,Bonfim,Entire home/apt,69,2,Carla,407,2023-05-29 00:00:00,41.15021,-8.6021
Rental unit in porto,★4.80,"1 bedroom, 3 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,60,3,Rúben,57,2020-07-24 00:00:00,41.14299,-8.60291
Boat in vila nova de gaia,★Unknown,"1 bedroom, 2 beds, 1 bath",Vila Nova de Gaia,Canidelo,Private room,275,1,Manuel,0,,41.14091,-8.64918
Rental unit in porto,★4.45,"3 bedrooms, 3 beds, 1 bath",Porto,Bonfim,Entire home/apt,88,3,Ana,165,2023-05-27 00:00:00,41.14721,-8.60154
Townhouse in porto,★4.72,"1 bedroom, 1 bed, 4 shared baths",Porto,Paranhos,Private room,52,2,Uporto House,30,2023-05-21 00:00:00,41.18116,-8.61319
Rental unit in bonfim,★4.33,"1 bedroom, 1 bed, 1 bath",Porto,Bonfim,Entire home/apt,120,2,Bárbara,12,2016-07-15 00:00:00,41.14695,-8.59797
Rental unit in porto,★4.0,"1 bedroom, 2 beds, 1 bath",Porto,Lordelo do Ouro e Massarelos,Private room,39,2,Vitor,3,2015-08-16 00:00:00,41.15175,-8.63049
Rental unit in porto,★Unknown,"1 bedroom, 2 beds, 1 bath",Porto,Lordelo do Ouro e Massarelos,Private room,35,2,Vitor,0,,41.15269,-8.62935
Home in aguçadoura,★4.68,"2 bedrooms, 3 beds, 1 bath",Póvoa de Varzim,Aguçadoura e Navais,Entire home/apt,21,2,Sónia,50,2023-06-09 00:00:00,41.43358,-8.77797
Townhouse in porto,★4.86,"1 bedroom, 2 beds, 4 shared baths",Porto,Paranhos,Private room,62,2,Uporto House,7,2023-02-28 00:00:00,41.18094,-8.61309
Townhouse in porto,★3.86,"1 bedroom, 1 bed, 4 shared baths",Porto,Paranhos,Private room,57,2,Uporto House,7,2023-02-24 00:00:00,41.1819,-8.61305
Townhouse in porto,★4.63,"1 bedroom, 1 bed, 4 shared baths",Porto,Paranhos,Private room,57,2,Uporto House,16,2023-04-23 00:00:00,41.18227,-8.61202
Rental unit in porto,★4.20,"3 bedrooms, 4 beds, 4 baths",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,210,1,GuestReady,259,2023-06-05 00:00:00,41.1473,-8.60976
Rental unit in vila nova de gaia,★4.88,"2 bedrooms, 2 beds, 2 baths",Vila Nova de Gaia,Canidelo,Entire home/apt,100,4,Marcos,73,2023-04-23 00:00:00,41.12279,-8.66635
Rental unit in porto,★Unknown,"1 bedroom, 1 bed, 1 bath",Porto,Lordelo do Ouro e Massarelos,Private room,80,3,Maria,0,,41.15162,-8.62813
Rental unit in porto,★4.88,"3 bedrooms, 4 beds, 2 baths",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,70,3,José,48,2023-05-20 00:00:00,41.1597,-8.61647
Townhouse in porto,★4.86,"9 bedrooms, 1 bed, 4 shared baths",Porto,Paranhos,Private room,73,2,Uporto House,14,2022-09-17 00:00:00,41.18244,-8.61176
Townhouse in porto,★4.43,"1 bedroom, 1 bed, 1 private bath",Porto,Paranhos,Private room,73,2,Uporto House,7,2023-04-12 00:00:00,41.18075,-8.61358
Serviced apartment in porto,★4.94,"Studio, 1 bed, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,270,1,Baumhaus,18,2022-07-19 00:00:00,41.15677,-8.62245
Rental unit in porto,★4.76,"1 bedroom, 2 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,59,3,Gisela,395,2023-01-03 00:00:00,41.14641,-8.61213
Villa in leça do balio,★4.85,"2 bedrooms, 2 beds, 3 baths",Matosinhos,"Custóias, Leça do Balio e Guifões",Private room,65,1,Quinta,53,2023-06-10 00:00:00,41.21863,-8.63266
Rental unit in vila nova de gaia,★Unknown,"2 bedrooms, 2 beds, 1.5 baths",Vila Nova de Gaia,Gulpilhares e Valadares,Private room,45,1,Paula,1,2015-09-07 00:00:00,41.09541,-8.62106
Serviced apartment in porto,★4.73,"1 bedroom, 2 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,290,1,Baumhaus,11,2018-10-13 00:00:00,41.15685,-8.62268
Rental unit in porto,★4.95,"1 bedroom, 2 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,95,2,PortoWhite,62,2023-05-15 00:00:00,41.15004,-8.60569
Serviced apartment in porto,★4.91,"1 bedroom, 2 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,95,2,PortoWhite,228,2023-06-08 00:00:00,41.14994,-8.60574
Serviced apartment in porto,★5.0,"2 bedrooms, 4 beds, 1 bath",Porto,Lordelo do Ouro e Massarelos,Entire home/apt,163,1,Teresa,7,2023-06-03 00:00:00,41.145999,-8.630005
Rental unit in porto,★4.79,"2 bedrooms, 2 beds, 2 baths",Porto,Lordelo do Ouro e Massarelos,Entire home/apt,157,2,Joao,58,2023-05-21 00:00:00,41.14517,-8.63101
Rental unit in porto,★4.57,"1 bedroom, 2 beds, 1 bath",Porto,Paranhos,Entire home/apt,42,3,Maria,8,2017-09-08 00:00:00,41.16255,-8.60818
Serviced apartment in porto,★Unknown,"1 bedroom, 2 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,250,1,Baumhaus,2,2018-02-03 00:00:00,41.15685,-8.62273
Rental unit in porto,★4.59,"1 bedroom, 1 bed, 1 bath",Porto,Lordelo do Ouro e Massarelos,Entire home/apt,135,2,Joao,42,2023-04-12 00:00:00,41.14537,-8.63079
Rental unit in porto,★5.0,"1 bedroom, 1 bed, 1 private bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Private room,15,1,Maria,11,2019-12-07 00:00:00,41.16218,-8.60825
Rental unit in porto,★Unknown,"2 bedrooms, 3 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,210,2,Olívia,2,2017-06-13 00:00:00,41.14223,-8.61541
Rental unit in porto,★4.78,"1 bedroom, 1 bed, 1 shared bath",Porto,Bonfim,Shared room,53,1,Adam,37,2022-08-09 00:00:00,41.14629,-8.60082
Rental unit in vila nova de gaia,★4.91,"1 bedroom, 1 bed, 1 bath",Vila Nova de Gaia,Mafamude e Vilar do Paraíso,Entire home/apt,57,2,Lisa,75,2023-05-24 00:00:00,41.12754,-8.60569
Rental unit in porto,★4.78,"5 bedrooms, 10 beds, 3 baths",Porto,Bonfim,Entire home/apt,239,2,Marta,126,2023-05-11 00:00:00,41.155888,-8.602356
Rental unit in porto,★4.74,"1 bedroom, 2 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,79,2,Marco,329,2023-06-06 00:00:00,41.14601,-8.60452
Serviced apartment in porto,★4.75,"1 bedroom, 1 bed, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,210,2,Baumhaus,8,2019-12-08 00:00:00,41.15682,-8.6227
Serviced apartment in porto,★4.83,"Studio, 2 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,250,1,Baumhaus,6,2019-06-09 00:00:00,41.15687,-8.62273
Rental unit in porto,★Unknown,"1 bedroom, 1 bed, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,100,3,Sandra,0,,41.14402,-8.61764
Villa in muro,★5.0,"5 bedrooms, 7 beds, 4 baths",Trofa,Muro,Entire home/apt,250,2,Marie,26,2023-05-31 00:00:00,41.29422,-8.59761
Serviced apartment in porto,★5.0,"Studio, 1 bed, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,210,2,Baumhaus,8,2022-06-10 00:00:00,41.15684,-8.62266
Rental unit in póvoa de varzim,★4.77,"3 bedrooms, 4 beds, 1 bath",Póvoa de Varzim,"Póvoa de Varzim, Beiriz e Argivai",Entire home/apt,100,2,Nuno,31,2023-04-09 00:00:00,41.38181686401367,-8.768977165222168
Home in espinho,★4.43,"5 bedrooms, 4 beds, 3 baths",Espinho,Espinho,Entire home/apt,150,5,Maria,8,2022-08-21 00:00:00,41.00574,-8.64229
Serviced apartment in porto,★4.89,"Studio, 2 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,270,1,Baumhaus,9,2019-05-10 00:00:00,41.15687,-8.62268
Rental unit in porto,★4.70,"1 bedroom, 2 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,59,2,Jorge,316,2023-06-10 00:00:00,41.14275,-8.61853
Loft in porto,★4.91,"1 bedroom, 1 bed, 1.5 baths",Porto,Campanhã,Private room,100,2,Alexandre&Sonia,36,2023-05-02 00:00:00,41.1494,-8.58731
Loft in porto,★5.0,"1 bedroom, 1 bed, 1.5 shared baths",Porto,Campanhã,Private room,90,2,Alexandre&Sonia,20,2023-05-22 00:00:00,41.14854,-8.58725
Rental unit in porto,★4.96,"1 bedroom, 1 bed, 1 bath",Porto,"Aldoar, Foz do Douro e Nevogilde",Entire home/apt,45,3,Paulo,52,2022-12-30 00:00:00,41.17052,-8.65787
Rental unit in bonfim,★4.50,"1 bedroom, 1 bed, 1 bath",Porto,Bonfim,Entire home/apt,120,2,Bárbara,30,2022-10-10 00:00:00,41.14695,-8.59795
Condo in porto,★4.81,"3 bedrooms, 4 beds, 2 baths",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,80,3,Joana Marta,68,2022-08-27 00:00:00,41.15848,-8.61947
Loft in porto,★4.89,"1 bedroom, 1 bed, 1.5 baths",Porto,Bonfim,Private room,90,2,Alexandre&Sonia,83,2023-06-09 00:00:00,41.14871,-8.58841
Rental unit in bonfim,★4.50,"1 bedroom, 1 bed, 1.5 baths",Porto,Bonfim,Entire home/apt,120,2,Bárbara,14,2022-11-06 00:00:00,41.14691,-8.5979
Rental unit in porto,★4.41,"1 bedroom, 3 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,90,1,Marta,17,2023-06-09 00:00:00,41.14201,-8.61665
Loft in porto,★4.75,"1 bedroom, 1 bed, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,54,3,Susana,287,2023-05-30 00:00:00,41.14767,-8.60484
Rental unit in porto,★4.25,"1 bedroom, 1 bed, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,41,1,André,4,2015-09-21 00:00:00,41.15641,-8.61803
Townhouse in porto,★4.83,"1 bedroom, 1 bed, 2 baths",Porto,Paranhos,Private room,22,1,Inês,6,2016-07-12 00:00:00,41.16958,-8.61225
Rental unit in porto,★4.95,"2 bedrooms, 2 beds, 1 bath",Porto,Paranhos,Entire home/apt,70,5,Petrus,56,2023-05-29 00:00:00,41.16674,-8.61131
Rental unit in vila chã,★4.54,"2 bedrooms, 4 beds, 1 bath",Vila do Conde,Vila Chã,Entire home/apt,70,5,Fergus,26,2023-06-01 00:00:00,41.28978,-8.73247
Rental unit in porto,★4.96,"3 bedrooms, 3 beds, 2 baths",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,300,3,Fernando,103,2023-05-31 00:00:00,41.1492,-8.60529
Rental unit in porto,★4.91,"1 bedroom, 2 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,78,30,Casa Do Bolhão,74,2022-11-19 00:00:00,41.14965,-8.60619
Rental unit in porto,★4.80,"1 bedroom, 2 beds, 1.5 baths",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,123,2,Maria Cristina,36,2023-05-06 00:00:00,41.14298,-8.61658
Villa in vale de cambra,★4.46,"4 bedrooms, 6 beds, 4 baths",Vale de Cambra,São Pedro de Castelões,Entire home/apt,329,2,Fernando,13,2023-05-18 00:00:00,40.82271,-8.39306
Rental unit in porto,★4.86,"1 bedroom, 1 bed, 1 shared bath",Porto,Bonfim,Private room,47,1,Adam,361,2023-05-30 00:00:00,41.14603,-8.60096
Home in macieira da maia,★4.86,"2 bedrooms, 3 beds, 3 baths",Vila do Conde,Macieira da Maia,Entire home/apt,81,3,Inês,42,2023-04-14 00:00:00,41.33792,-8.68305
Home in porto,★4.67,"1 bedroom, 2 beds, 1 shared bath",Porto,Paranhos,Private room,45,2,Bernardo,125,2023-05-25 00:00:00,41.18109,-8.61319
Rental unit in porto,★4.78,"Studio, 1 bed, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,58,2,Porto Life Studios,238,2023-05-18 00:00:00,41.1478684,-8.614307199999999
Townhouse in arcozelo,★4.87,"3 bedrooms, 4 beds, 2 baths",Vila Nova de Gaia,Arcozelo,Entire home/apt,115,3,Amelie,45,2023-05-28 00:00:00,41.0509,-8.65418
Rental unit in porto,★4.61,"1 bedroom, 1 bed, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,38,3,Zelije,41,2018-10-08 00:00:00,41.15639,-8.61812
Home in maia,★4.90,"3 bedrooms, 3 beds, 1.5 baths",Maia,Cidade da Maia,Entire home/apt,120,5,Nicolas,29,2022-08-18 00:00:00,41.2362,-8.63281
Rental unit in porto,★4.75,"1 bedroom, 1 bed, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,30,3,Zelije,72,2019-09-23 00:00:00,41.15523,-8.61859
Rental unit in porto,★4.82,"2 bedrooms, 2 beds, 1 bath",Porto,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Entire home/apt,38,3,Zelije,38,2019-10-07 00:00:00,41.15615,-8.61836
