Description,Score,Facilities,District,Neighbourhood,Room type,Price,Minimum nights,Host name,Number of reviews,Last review,Latitude,Longitude
Casa particular in lisboa,★New,"1 bedroom, 1 bed, 1 bath",Lisboa,Penha de Frana,Private room,48,2,Andres,0,,38.72703,-9.11739
Home in cascais,★New,"2 bedrooms, 2 beds, 2.5 baths",Cascais,Cascais e Estoril,Entire home/apt,163,1,BeGuest,1,2023-05-31,38.69738,-9.42281
Rental unit in alcabideche,★New,"1 bedroom, 1 bed, 1 bath",Cascais,Cascais e Estoril,Entire home/apt,56,10,Telma,0,,38.71052,-9.40979
Rental unit in olival basto,★New,"2 bedrooms, 6 beds, 1 shared bath",Odivelas,Pvoa de Santo Adrio e Olival de Basto,Shared room,336,1,Vanessa,0,,38.78810556747878,-9.16690374047547
Rental unit in lisboa,★New,"4 bedrooms, 4 beds, 2 baths",Lisboa,Areeiro,Entire home/apt,200,28,José Manuel,0,,38.74017521355981,-9.13845751426678
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 2 baths",Lisboa,Arroios,Private room,52,2,Pedro,0,,38.73175890800781,-9.135456739038672
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 2 baths",Lisboa,Avenidas Novas,Private room,52,2,Pedro,0,,38.73936,-9.14517
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 2 baths",Lisboa,Avenidas Novas,Private room,52,2,Pedro,0,,38.738781224991946,-9.145981041228174
Home in lisboa,★New,"2 bedrooms, 3 beds, 1 bath",Lisboa,Penha de Frana,Entire home/apt,139,1,Julia,0,,38.72367162034384,-9.1306538198472
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 2 baths",Lisboa,Arroios,Private room,52,2,Pedro,0,,38.73237,-9.136
Home in maxial,★New,"1 bedroom, 2 beds, 1 private bath",Torres vedras,Maxial e Monte Redondo,Private room,80,2,Miguel,0,,39.16133,-9.16137
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 1 bath",Lisboa,Belm,Entire home/apt,93,4,Matthias,0,,38.69575,-9.21432
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 2 baths",Lisboa,Arroios,Private room,52,2,Pedro,0,,38.73249,-9.13708
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 2 baths",Lisboa,Arroios,Private room,52,2,Pedro,0,,38.73078,-9.13553
Rental unit in lisboa,★New,"2 bedrooms, 2 beds, 1.5 baths",Lisboa,Santo Antnio,Entire home/apt,149,31,Blueground,0,,38.71784239999999,-9.152995399999998
Rental unit in lisboa,★New,"2 bedrooms, 2 beds, 1.5 baths",Lisboa,Santo Antnio,Entire home/apt,160,31,Blueground,0,,38.71784239999999,-9.152995399999998
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 2 baths",Lisboa,Arroios,Private room,52,2,Pedro,0,,38.73249,-9.13603
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 2 baths",Lisboa,Arroios,Private room,52,2,Pedro,0,,38.73065689512166,-9.135551901698602
Rental unit in oeiras,★New,"2 bedrooms, 2 beds, 1 bath",Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",Entire home/apt,150,4,Ksenia,0,,38.68772,-9.30819
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 1 bath",Lisboa,Alvalade,Private room,35,1,Nina,0,,38.7557329,-9.1513414
Rental unit in lisboa,★New,"4 bedrooms, 4 beds, 2 baths",Lisboa,Arroios,Entire home/apt,280,3,Ana,0,,38.72828,-9.13627
Rental unit in lisboa,★New,"2 bedrooms, 3 beds, 1.5 baths",Lisboa,Estrela,Entire home/apt,183,1,GT House,1,2023-06-01,38.70676,-9.16291
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 1 bath",Lisboa,Alvalade,Private room,44,1,Nina,0,,38.7557329,-9.1513414
Rental unit in loures,★New,"1 bedroom, 1 bed, 2 baths",Loures,Loures,Private room,64,1,Jose Vicente,0,,38.83025447405632,-9.167911277770983
Rental unit in sintra,★New,"1 bedroom, 1 bed, 1 bath",Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",Entire home/apt,66,2,Sophey,1,2023-06-04,38.7968216,-9.3910672
Home in lisboa,★New,"36 bedrooms, 36 beds, 12 baths",Lisboa,Avenidas Novas,Private room,19,30,Habyt,0,,38.7412439,-9.1451624
Castle in sintra,★New,"1 bedroom, 1 bed, 1 bath",Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",Private room,102,1,Mafalda,0,,38.79339,-9.38506
Casa particular in sintra,★New,"1 bedroom, 2 beds, 1 bath",Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",Private room,102,1,Mafalda,2,2023-06-03,38.79341,-9.38368
Rental unit in ribamar,★New,"1 bedroom, 1 bed, 1 bath",Lourinh,Ribamar,Entire home/apt,60,5,Joaquim,0,,39.2029655,-9.3296565
Home in sintra,★New,"1 bedroom, 3 beds, 1.5 baths",Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",Private room,115,1,Mafalda,1,2023-06-03,38.7944147,-9.3849935
Tiny home in sintra,★New,"1 bedroom, 1 bed, 1 bath",Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",Entire home/apt,163,1,Mafalda,0,,38.7944484,-9.384872
Home in sobral de monte agraço,★New,"2 bedrooms, 5 beds, 1 bath",Sobral de monte agrao,Santo Quintino,Entire home/apt,172,1,Elsa And Rui,1,2023-06-08,39.0076265,-9.1566746
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 2 baths",Lisboa,Avenidas Novas,Private room,52,2,Pedro,0,,38.72835558920488,-9.15781794526326
Home in lisboa,★New,"1 bedroom, 1 bed, Half-bath",Lisboa,Parque das Naes,Private room,28,30,Cristina,0,,38.76238720826515,-9.102640949068627
Rental unit in parede,★New,"1 bedroom, 1 bed, 2 shared baths",Cascais,Carcavelos e Parede,Private room,58,1,Estevao,0,,38.69134817331705,-9.349570291015628
Rental unit in ericeira,★New,"2 bedrooms, 4 beds, 1 bath",Mafra,Ericeira,Entire home/apt,110,1,Jose,0,,38.96894,-9.41659
Rental unit in algueirão-mem martins,★New,"1 bedroom, 1 bed, 1 private bath",Sintra,Algueiro-Mem Martins,Private room,30,1,Mateus,1,2023-06-11,38.7937,-9.34903
Camper/rv in lisbon,★New,"1 bedroom, 2 beds, 1 bath",Lisboa,Penha de Frana,Entire home/apt,70,2,Joana,0,,38.72878761137189,-9.127258153493608
Rental unit in lisboa,★New,"3 bedrooms, 4 beds, 3.5 baths",Lisboa,Misericrdia,Entire home/apt,374,6,Executive Roomspace,0,,38.7074665,-9.1421533
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 2 baths",Lisboa,Avenidas Novas,Private room,52,2,Pedro,0,,38.72826823847964,-9.158175934316205
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 2 baths",Lisboa,Avenidas Novas,Private room,52,2,Pedro,0,,38.72620995304963,-9.156354803630409
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 3 baths",Lisboa,Avenidas Novas,Private room,52,2,Pedro,0,,38.72830088893642,-9.157777827144027
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 2 baths",Lisboa,Avenidas Novas,Private room,52,2,Pedro,0,,38.72854058276054,-9.155904290070712
Rental unit in lisboa,★New,"2 bedrooms, 2 beds, 1 bath",Lisboa,Arroios,Entire home/apt,149,1,Rosimery,0,,38.7275593,-9.1433995
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 2 baths",Lisboa,Arroios,Private room,52,2,Pedro,0,,38.73205726949331,-9.137636256658906
Rental unit in lisboa,★New,"2 bedrooms, 2 beds, 1 bath",Lisboa,So Vicente,Entire home/apt,103,3,Marisa,0,,38.71975,-9.13
Rental unit in cascais,★New,"2 bedrooms, 6 beds, 1.5 baths",Cascais,Cascais e Estoril,Entire home/apt,176,3,Anthony,0,,38.69858697905528,-9.42249261719665
Villa in sobral de monte agraço,★New,"1 bedroom, 3 beds, 1 private bath",Sobral de monte agrao,Santo Quintino,Private room,79,1,Elsa And Rui,0,,39.0076265,-9.1566746
Rental unit in ribamar,★New,"2 bedrooms, 2 beds, 1 bath",Lourinh,Ribamar,Entire home/apt,78,5,Joaquim,0,,39.20229,-9.33052
Rental unit in ericeira,★New,"1 bedroom, 2 beds, 1 bath",Mafra,Ericeira,Entire home/apt,86,1,Holidays In Ericeira,0,,38.97086,-9.41684
Villa in colares,★New,"4 bedrooms, 7 beds, 3.5 baths",Sintra,Colares,Entire home/apt,780,1,Allure Villas,0,,38.79565,-9.45989
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 1 private bath",Lisboa,Belm,Private room,77,2,Pedro,0,,38.6975093,-9.198326
Home in cascais,★New,"1 bedroom, 1 bed, 1 private bath",Cascais,Cascais e Estoril,Private room,56,1,Fernando,0,,38.7086951,-9.4143481
Rental unit in ericeira,★New,"2 bedrooms, 3 beds, 1 bath",Mafra,Ericeira,Entire home/apt,129,1,Holidays In Ericeira,0,,38.96303,-9.41678
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 1 bath",Lisboa,Estrela,Entire home/apt,70,7,Wilfried,0,,38.705,-9.16275
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 2 baths",Lisboa,Avenidas Novas,Private room,52,1,Pedro,0,,38.72825,-9.15796
Rental unit in queluz,★New,"1 bedroom, 2 beds, 1 shared bath",Sintra,Massam e Monte Abrao,Private room,35,1,André,0,,38.76327,-9.26367
Rental unit in lisboa,★4.67,"Studio, 2 beds, 1 bath",Lisboa,Santa Maria Maior,Entire home/apt,120,1,Sahar,3,2023-06-12,38.710070115074686,-9.133050653274056
Rental unit in ribamar,★New,"2 bedrooms, 2 beds, 1 bath",Lourinh,Ribamar,Entire home/apt,80,5,Joaquim,0,,39.20669,-9.33654
Rental unit in lisboa,★New,"3 bedrooms, 3 beds, 2 baths",Lisboa,Ajuda,Entire home/apt,179,2,Muhammad,0,,38.70836618971118,-9.194779685426608
Rental unit in lisboa,★New,"1 bedroom, 2 beds, 4 baths",Lisboa,Avenidas Novas,Private room,52,2,Pedro,0,,38.73731,-9.14454
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 2 baths",Lisboa,Penha de Frana,Private room,60,1,Alisson,1,2023-06-09,38.73198,-9.12694
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 4 baths",Lisboa,Avenidas Novas,Private room,52,2,Pedro,0,,38.7379,-9.14423
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 4 baths",Lisboa,Avenidas Novas,Private room,52,2,Pedro,0,,38.73967768790216,-9.144839292119382
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 1 bath",Lisboa,So Vicente,Entire home/apt,140,28,Iana,0,,38.72079,-9.12639
Guesthouse in lisboa,★New,"1 bedroom, 1 bed, 1 bath",Lisboa,Olivais,Private room,24,30,Licinio Walter,0,,38.76634994801864,-9.111119744702146
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 2 baths",Lisboa,Misericrdia,Private room,73,1,Franco,2,2023-06-08,38.71112,-9.14676
Rental unit in lisboa,★New,"2 bedrooms, 3 beds, 2 baths",Lisboa,Avenidas Novas,Entire home/apt,141,1,Tomas,0,,38.74415,-9.15754
Rental unit in lisboa,★New,"2 bedrooms, 3 beds, 1 bath",Lisboa,Ajuda,Entire home/apt,193,1,Guillermo,0,,38.70645539946111,-9.191691678066968
Rental unit in lisboa,★New,"2 bedrooms, 3 beds, 1 bath",Lisboa,Olivais,Entire home/apt,78,3,Carlos Manuel,1,2023-06-04,38.77831195463816,-9.117639809846878
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 1 bath",Lisboa,Arroios,Private room,75,1,Mintu,0,,38.7274874,-9.1435614
Rental unit in lisboa,★New,"1 bedroom, 2 beds, 1 bath",Lisboa,Santa Maria Maior,Entire home/apt,100,1,GuestReady,0,,38.71184,-9.13507
Rental unit in lisboa,★New,"1 bedroom, 2 beds, 1 bath",Lisboa,Santa Maria Maior,Entire home/apt,125,2,Pedro,0,,38.71192298280849,-9.1423119424556
Home in silveira,★New,"1 bedroom, 1 bed, 3.5 shared baths",Torres vedras,Silveira,Private room,89,2,Palmeiras,0,,39.1253592,-9.3869485
Home in lisboa,★New,"3 bedrooms, 4 beds, 2.5 baths",Lisboa,Alvalade,Entire home/apt,169,4,Joana,2,2023-06-11,38.74880225119211,-9.132200667958866
Home in sintra,★4.67,"1 bedroom, 1 bed, 1.5 shared baths",Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",Private room,81,1,Mafalda,3,2023-06-11,38.79394,-9.38511
Rental unit in lisboa,★New,"6 bedrooms, 9 beds, 3 baths",Lisboa,Arroios,Entire home/apt,357,1,Rongqi,0,,38.733304,-9.1324267
Rental unit in moscavide,★New,"1 bedroom, 3 beds, 2 baths",Lisboa,Parque das Naes,Entire home/apt,667,5,João,0,,38.78116044674915,-9.098190084130866
Home in colares,★New,"4 bedrooms, 4 beds, 4.5 baths",Sintra,Colares,Entire home/apt,500,5,Alba,0,,38.79106188664035,-9.454236589372158
Rental unit in lisboa,★New,"1 bedroom, 2 beds, 1 bath",Lisboa,Santa Maria Maior,Entire home/apt,136,1,Pedro,1,2023-06-12,38.71331,-9.14161
Home in silveira,★New,"1 bedroom, 2 beds, 3.5 shared baths",Torres vedras,Silveira,Private room,109,2,Palmeiras,0,,39.125284292248864,-9.3874527552948
Home in silveira,★New,"1 bedroom, 1 bed, 3.5 shared baths",Torres vedras,Silveira,Private room,89,1,Palmeiras,0,,39.12530093842266,-9.387448832154307
Rental unit in queluz,★New,"2 bedrooms, 2 beds, 1 bath",Sintra,Massam e Monte Abrao,Entire home/apt,93,1,Flavio,0,,38.75861,-9.28165
Rental unit in lisboa,★New,"1 bedroom, 2 beds, 2 shared baths",Lisboa,Santo Antnio,Private room,74,1,Flavio,0,,38.72596,-9.14292
Camper/rv in lisboa,★New,"3 bedrooms, 3 beds, 1 bath",Lisboa,Estrela,Entire home/apt,119,2,Pedro,0,,38.70675140259321,-9.17311271770053
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 4 baths",Lisboa,Avenidas Novas,Private room,52,2,Pedro,0,,38.73953676588982,-9.145722657200857
Rental unit in lisboa,★New,"Studio, 1 bed, 1.5 baths",Lisboa,Santa Maria Maior,Entire home/apt,58,2,Melanie,0,,38.71461007357378,-9.13596990432795
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 1 bath",Lisboa,So Vicente,Private room,65,1,Sofia,0,,38.72146,-9.1255
Villa in sobral de monte agraço,★New,"1 bedroom, 2 beds, 1 private bath",Sobral de monte agrao,Santo Quintino,Private room,82,1,Elsa And Rui,0,,39.0076265,-9.1566746
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 4 baths",Lisboa,Avenidas Novas,Private room,52,2,Pedro,0,,38.73959997832461,-9.144496155629366
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 4 baths",Lisboa,Avenidas Novas,Private room,52,2,Pedro,0,,38.73926669871384,-9.144102600953325
Rental unit in ericeira,★New,"2 bedrooms, 4 beds, 1 bath",Mafra,Ericeira,Entire home/apt,112,1,Holidays In Ericeira,0,,38.97032,-9.41718
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 4 baths",Lisboa,Avenidas Novas,Private room,52,2,Pedro,0,,38.73969,-9.14612
Rental unit in cascais,★New,"3 bedrooms, 4 beds, 2 baths",Cascais,Cascais e Estoril,Entire home/apt,188,1,Bookiply,0,,38.69975942638254,-9.43986353865776
Rental unit in colares,★New,"2 bedrooms, 2 beds, 1 bath",Sintra,Colares,Entire home/apt,100,1,Bookiply,0,,38.82669271825304,-9.468736650856783
Rental unit in colares,★New,"2 bedrooms, 2 beds, 1 bath",Sintra,Colares,Entire home/apt,100,1,Bookiply,1,2023-06-04,38.82669794216309,-9.468736483781186
Rental unit in colares,★New,"2 bedrooms, 3 beds, 1 bath",Sintra,Colares,Entire home/apt,138,1,Bookiply,0,,38.82669271825304,-9.468755426319888
Rental unit in estoril,★New,"1 bedroom, 3 beds, 2 baths",Cascais,Cascais e Estoril,Entire home/apt,282,1,Bookiply,0,,38.70493158176731,-9.409863925215744
Guesthouse in loures,★New,"1 bedroom, 1 bed, 2 baths",Loures,Loures,Private room,80,1,Jose Vicente,0,,38.83026927756664,-9.167903350787356
Guesthouse in loures,★New,"1 bedroom, 1 bed, 2 baths",Loures,Loures,Private room,80,1,Jose Vicente,0,,38.83030462106799,-9.167825447082508
Casa particular in lisboa,★New,"1 bedroom, 1 bed, 1 private bath",Oeiras,Barcarena,Private room,41,3,Katija,1,2023-06-02,38.73341,-9.2633
Rental unit in lisboa,★New,"2 bedrooms, 2 beds, 1.5 shared baths",Lisboa,Penha de Frana,Private room,104,7,Nataliya,0,,38.7362479,-9.1288499
Rental unit in lisboa,★New,"Studio, 1 bed, 1 shared bath",Lisboa,Santa Maria Maior,Shared room,24,1,Asmat,0,,38.7174148,-9.1348552
Rental unit in lisboa,★New,"Studio, 1 bed, 1 shared bath",Lisboa,Santa Maria Maior,Shared room,24,1,Asmat,0,,38.71659257346716,-9.133726012590918
Rental unit in lisboa,★New,"Studio, 1 bed, 1 shared bath",Lisboa,Santa Maria Maior,Shared room,24,1,Asmat,0,,38.7174148,-9.1348552
Rental unit in lisboa,★New,"Studio, 1 bed, 1 shared bath",Lisboa,Santa Maria Maior,Shared room,24,1,Asmat,0,,38.7174148,-9.1348552
Rental unit in lisboa,★New,"Studio, 1 bed, 1 shared bath",Lisboa,Santa Maria Maior,Shared room,24,1,Asmat,0,,38.7174148,-9.1348552
Rental unit in lisboa,★New,"Studio, 1 bed, 1 shared bath",Lisboa,Santa Maria Maior,Shared room,24,1,Asmat,0,,38.7174148,-9.1348552
Rental unit in lisboa,★New,"Studio, 1 bed, 1 shared bath",Lisboa,Santa Maria Maior,Shared room,24,1,Asmat,0,,38.71715,-9.13374
Rental unit in lisboa,★New,"Studio, 1 bed, 1 shared bath",Lisboa,Santa Maria Maior,Shared room,24,1,Asmat,0,,38.7174148,-9.1348552
Rental unit in lisboa,★New,"Studio, 1 bed, 1 shared bath",Lisboa,Santa Maria Maior,Shared room,24,1,Asmat,0,,38.7174148,-9.1348552
Rental unit in lisboa,★New,"Studio, 1 bed, 1 shared bath",Lisboa,Santa Maria Maior,Shared room,24,1,Asmat,0,,38.7174148,-9.1348552
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 1 shared bath",Lisboa,Santa Maria Maior,Shared room,24,1,Asmat,0,,38.7174148,-9.1348552
Rental unit in lisboa,★New,"Studio, 1 bed, 1 shared bath",Lisboa,Santa Maria Maior,Shared room,24,1,Asmat,0,,38.7174148,-9.1348552
Home in estoril,★New,"7 bedrooms, 8 beds, 4 baths",Cascais,Cascais e Estoril,Entire home/apt,640,1,Md Arif,0,,38.69966,-9.38602
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 1 shared bath",Lisboa,Arroios,Private room,57,1,Flavio,0,,38.73398,-9.13974
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 1 private bath",Lisboa,Arroios,Private room,75,1,Flavio,0,,38.7279,-9.1419
Rental unit in lisboa,★New,"1 bedroom, 2 beds, 1 shared bath",Lisboa,Arroios,Private room,60,1,Flavio,0,,38.72795,-9.14398
Rental unit in lisboa,★New,"1 bedroom, 2 beds, 1 shared bath",Lisboa,Penha de Frana,Private room,66,1,Flavio,0,,38.72955694226508,-9.1240688651097
Rental unit in lisboa,★New,"2 bedrooms, 2 beds, 2 shared baths",Lisboa,Beato,Private room,263,3,Carrie,0,,38.72734,-9.11108
Rental unit in lisboa,★5.0,"1 bedroom, 1 bed, 1 shared bath",Lisboa,Penha de Frana,Private room,32,1,Edson,5,2023-06-09,38.728789,-9.1328229
Home in lisboa,★New,"1 bedroom, 2 beds, 1 bath",Lisboa,Alvalade,Entire home/apt,79,1,Virgílio,0,,38.75964570313605,-9.137283833329263
Rental unit in lisboa,★New,"3 bedrooms, 2 baths",Lisboa,Parque das Naes,Entire home/apt,162,31,Ukio,0,,38.7792650865793,-9.097062700735991
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 2 baths",Lisboa,Avenidas Novas,Private room,52,2,Pedro,0,,38.72707915214468,-9.157538090223136
Home in sintra,★New,"2 bedrooms, 2 beds, 1 bath",Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",Entire home/apt,185,2,Diogo,0,,38.81662,-9.40682
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 1 shared bath",Lisboa,Campo de Ourique,Private room,120,2,Renata,0,,38.72344615640471,-9.160455076153868
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 4 baths",Lisboa,Avenidas Novas,Private room,52,2,Pedro,0,,38.73940130513024,-9.145526235935163
Rental unit in loures,★New,"1 bedroom, 1 bed, 2 baths",Loures,Loures,Private room,60,1,Jose Vicente,0,,38.83025256189171,-9.167924808459476
Rental unit in lisboa,★New,"1 bedroom, 2 beds, 4 baths",Lisboa,Avenidas Novas,Private room,52,2,Pedro,0,,38.73911,-9.14624
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 1 shared bath",Lisboa,Campo de Ourique,Private room,74,2,Renata,0,,38.723,-9.16141
Rental unit in loures,★New,"1 bedroom, 1 bed, 2 baths",Loures,Loures,Private room,60,1,Jose Vicente,0,,38.83025447405632,-9.167846904754628
Rental unit in loures,★New,"1 bedroom, 1 bed, 2 baths",Loures,Loures,Private room,60,1,Jose Vicente,0,,38.83026927756664,-9.167860435443115
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 2 baths",Lisboa,Avenidas Novas,Private room,52,2,Pedro,0,,38.72739187561008,-9.155432142805507
Castle in sintra,★5.0,"1 bedroom, 2 beds, 1 private bath",Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",Private room,126,1,Mafalda,9,2023-06-12,38.79416,-9.38513
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 2 baths",Lisboa,Avenidas Novas,Private room,52,2,Pedro,0,,38.72889193625236,-9.155537912842137
Home in lisboa,★New,"36 bedrooms, 36 beds, 12 baths",Lisboa,Avenidas Novas,Private room,19,30,Habyt,0,,38.7412439,-9.1451624
Rental unit in moscavide,★New,"3 bedrooms, 3 beds, 2 baths",Loures,Moscavide e Portela,Entire home/apt,95,2,Ricardo,2,2023-06-05,38.77598213723358,-9.100238737295536
Boat in cascais,★New,"2 bedrooms, 2 beds, 1 bath",Cascais,Cascais e Estoril,Entire home/apt,190,1,André,0,,38.6930031,-9.4185327
Rental unit in lisboa,★New,"1 bedroom, 2 beds, 1 bath",Lisboa,So Vicente,Entire home/apt,138,1,Jan,0,,38.71397,-9.12924
Rental unit in lisboa,★New,"1 bedroom, 2 beds, 1 bath",Lisboa,Santo Antnio,Entire home/apt,139,2,Robert,0,,38.71989,-9.14303
Rental unit in póvoa de santa iria,★New,"3 bedrooms, 4 beds, 1 bath",Vila franca de xira,Pvoa de Santa Iria e Forte da Casa,Entire home/apt,467,1,Carla,0,,38.866,-9.06606
Home in lisboa,★New,"1 bedroom, 1 bed, 1 shared bath",Lisboa,Penha de Frana,Private room,55,4,Miguel,0,,38.72824013936258,-9.127056131723307
Home in colares,★New,"2 bedrooms, 4 beds, 1 bath",Sintra,Colares,Entire home/apt,174,2,Casa Planeada,0,,38.8392228,-9.4614888
Rental unit in cruz quebrada,★New,"2 bedrooms, 2 beds, 2 baths",Oeiras,"Algs, Linda-a-Velha e Cruz Quebrada-Dafundo",Entire home/apt,425,5,Suzanne,0,,38.7040943,-9.252069
Casa particular in lisboa,★New,"2 bedrooms, 3 beds, 1 bath",Lisboa,Olivais,Private room,320,1,Cristina,0,,38.76694643378342,-9.106975550784403
Guesthouse in lisboa,★New,"1 bedroom, 1 bed, 1 bath",Lisboa,Olivais,Private room,35,30,Licinio Walter,0,,38.76581,-9.11177
Guesthouse in lisboa,★New,"1 bedroom, 1 bed, 1 bath",Lisboa,Olivais,Private room,24,30,Licinio Walter,0,,38.76579684336862,-9.112556959995548
Rental unit in lisboa,★New,"2 bedrooms, 2 beds, 1 bath",Lisboa,Misericrdia,Entire home/apt,139,1,Pam,0,,38.7152299,-9.1541191
Rental unit in estoril,★New,"2 bedrooms, 3 beds, 2 baths",Cascais,Cascais e Estoril,Entire home/apt,111,3,BnBird,0,,38.7094599,-9.3951219
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 1 bath",Lisboa,Estrela,Entire home/apt,110,1,Violette,0,,38.70522624629759,-9.1628575163523
Rental unit in lisboa,★New,"2 bedrooms, 1 bed, 2 shared baths",Lisboa,So Domingos de Benfica,Private room,320,1,Anabella,0,,38.75416690539324,-9.181817797177535
Rental unit in moscavide,★New,"1 bedroom, 1 bed, 1 bath",Loures,Moscavide e Portela,Entire home/apt,219,4,Pedro,0,,38.77918369260034,-9.100434684655754
Rental unit in a dos cunhados,★New,"2 bedrooms, 3 beds, 1 bath",Torres vedras,A dos Cunhados e Maceira,Entire home/apt,150,2,Salete,0,,39.1414,-9.37372
Casa particular in lisboa,★New,"1 bedroom, 1 bed, 1 bath",Lisboa,Alvalade,Private room,47,1,Jorge,1,2023-06-12,38.759034128852186,-9.138280333312997
Home in alcabideche,★New,"1 bedroom, 1 bed, 1 bath",Cascais,Alcabideche,Entire home/apt,65,2,Ricardo,1,2023-06-07,38.72182,-9.40998
Rental unit in lisboa,★New,"2 bedrooms, 2 beds, 1 bath",Lisboa,So Vicente,Entire home/apt,97,6,Carolina,0,,38.71891,-9.12311
Rental unit in lisboa,★New,"2 bedrooms, 3 beds, 1 bath",Lisboa,Penha de Frana,Entire home/apt,112,28,Daniel,0,,38.72184,-9.13004
Home in silveira,★New,"4 bedrooms, 6 beds, 4.5 baths",Torres vedras,Silveira,Entire home/apt,396,3,Palmeiras,0,,39.12530394578237,-9.387445479787925
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 1 bath",Lisboa,Estrela,Entire home/apt,96,1,Hazel,0,,38.70464,-9.17116
Rental unit in lisboa,★New,"1 bedroom, 2 beds, 4 baths",Lisboa,Avenidas Novas,Private room,52,1,Pedro,0,,38.7395600860525,-9.144774395998663
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 1 bath",Lisboa,Areeiro,Private room,75,1,Maria Sara,1,2023-06-12,38.7438575,-9.1427463
Rental unit in lisboa,★New,"Studio, 1 bed, 1 bath",Lisboa,Estrela,Entire home/apt,48,90,BnBird,0,,38.7088794,-9.156799
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 2 baths",Lisboa,Avenidas Novas,Private room,52,2,Pedro,0,,38.73968241960039,-9.14702388075888
Rental unit in queluz,★New,"3 bedrooms, 3 beds, 2 baths",Sintra,Massam e Monte Abrao,Entire home/apt,90,1,Zenilda,0,,38.75862,-9.27566
Rental unit in lisboa,★New,"5 bedrooms, 5 beds, 1 bath",Lisboa,Lumiar,Private room,17,30,Habyt,0,,38.763644,-9.1570545
Rental unit in lisboa,★New,"5 bedrooms, 5 beds, 1 bath",Lisboa,Lumiar,Private room,18,30,Habyt,0,,38.763644,-9.1570545
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 1 bath",Lisboa,Arroios,Private room,61,3,Luca,0,,38.73296058231886,-9.13307297628803
Rental unit in lisboa,★New,"5 bedrooms, 5 beds, 1 bath",Lisboa,Lumiar,Private room,15,30,Habyt,0,,38.763644,-9.1570545
Rental unit in lisboa,★New,"1 bedroom, 1 bed, 1 bath",Lisboa,Lumiar,Private room,495,4,Pedro,0,,38.7682166,-9.1548382
