Description,Score,Facilities,District,Neighbourhood,Room type,Price,Minimum nights,Host name,Number of reviews,Last review,Latitude,Longitude
Rental unit in madrid,★4.73,"1 bedroom, 1 bed, 1 bath",Centro,Sol,Entire home/apt,234,3,Javier,166,2023-05-23 00:00:00,40.41698,-3.7034
Home in madrid,★4.85,"1 bedroom, 2 beds, 1 shared bath",Centro,Universidad,Private room,56,1,Caridad Miriam,61,2023-05-22 00:00:00,40.42227,-3.70176
Rental unit in madrid,★4.40,"1 bedroom, 2 beds, 1 bath",Centro,Justicia,Entire home/apt,85,5,Javier,283,2023-05-23 00:00:00,40.42328,-3.6967
Rental unit in madrid,★4.60,"1 bedroom, 1 bed, 1 bath",Arganzuela,Imperial,Entire home/apt,86,14,Clara,22,2019-12-10 00:00:00,40.40927,-3.71741
Rental unit in madrid,★4.41,"2 bedrooms, 1 bed, 1 shared bath",Centro,Embajadores,Private room,28,2,Muhammad Riaz,110,2022-07-10 00:00:00,40.41083,-3.70201
Rental unit in madrid,★4.85,"1 bedroom, 1 bed, 1 shared bath",Hortaleza,Canillas,Private room,27,2,Yara,118,2023-05-28 00:00:00,40.46211,-3.64967
Rental unit in madrid,★4.98,"1 bedroom, 1 bed, 1 bath",Puente de Vallecas,San Diego,Entire home/apt,75,6,Víctor,173,2023-02-23 00:00:00,40.3964,-3.66711
Rental unit in madrid,★4.70,"4 bedrooms, 6 beds, 2 baths",Centro,Embajadores,Entire home/apt,250,3,Antonio,233,2023-05-28 00:00:00,40.41229,-3.7075
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1 bath",Carabanchel,San Isidro,Private room,20,2,Andres,1,2016-11-22 00:00:00,40.39523,-3.73025
Rental unit in madrid,★5.0,"1 bedroom, 1 bed, 1 bath",Villa de Vallecas,Casco Histórico de Vallecas,Entire home/apt,70,3,Arantxa,3,2015-08-01 00:00:00,40.36143,-3.58901
Rental unit in madrid,★4.77,"1 bedroom, 1 bed, 1 shared bath",Tetuán,Almenara,Private room,41,2,Alejandro,221,2023-05-27 00:00:00,40.46573,-3.69449
Rental unit in madrid,★4.65,"2 bedrooms, 4 beds, 1.5 baths",Centro,Cortes,Entire home/apt,83,3,Mahdrid Apartments,183,2023-03-28 00:00:00,40.41274,-3.6983
Rental unit in madrid,★4.83,"2 bedrooms, 3 beds, 2 baths",Salamanca,Goya,Entire home/apt,228,1,Gabriel Avalos,47,2023-05-27 00:00:00,40.42726,-3.67352
Rental unit in madrid,★4.62,"Studio, 1 bed, 1 bath",Centro,Universidad,Entire home/apt,56,2,Diana,609,2023-06-05 00:00:00,40.42537080401907,-3.7039941374374057
Rental unit in madrid,★4.76,"1 bedroom, 1 bed, 1 bath",Centro,Palacio,Entire home/apt,78,2,Lola,109,2020-03-09 00:00:00,40.40865,-3.7106
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1 bath",Centro,Universidad,Private room,30,2,Nicholas,0,,40.4267,-3.70271
Condo in madrid,★4.97,"1 bedroom, 1 bed, 1 bath",Latina,Puerta del Angel,Private room,45,4,Yolanda,74,2023-04-16 00:00:00,40.40706,-3.7391
Rental unit in madrid,★4.88,"Studio, 2 beds, 1 bath",Retiro,Jerónimos,Entire home/apt,88,2,Diego,303,2023-04-23 00:00:00,40.41983,-3.68797
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1.5 baths",Moncloa - Aravaca,Valdemarín,Entire home/apt,70,3,Francesca,0,,40.46611,-3.79578
Rental unit in madrid,★4.63,"3 bedrooms, 4 beds, 3 baths",Salamanca,Goya,Entire home/apt,130,5,Arnaud,32,2020-03-01 00:00:00,40.42329,-3.67635
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1 bath",Ciudad Lineal,Quintana,Private room,19,1,Martín,2,2015-06-28 00:00:00,40.43912,-3.64288
Rental unit in madrid,★4.28,"1 bedroom, 2 beds, 1 bath",Centro,Universidad,Entire home/apt,182,1,Apartamentos Day Madrid,259,2023-05-21 00:00:00,40.424095,-3.709137
Rental unit in madrid,★4.98,"3 bedrooms, 4 beds, 2 baths",Centro,Palacio,Entire home/apt,341,3,Alfonso,339,2023-05-29 00:00:00,40.42145,-3.70981
Rental unit in madrid,★4.67,"3 bedrooms, 4 beds, 1 bath",Chamberí,Trafalgar,Entire home/apt,176,2,Maria,82,2023-05-27 00:00:00,40.43598,-3.70174
Rental unit in madrid,★4.43,"2 bedrooms, 2 beds, 1 bath",Centro,Embajadores,Entire home/apt,70,3,Pierre-Alban,83,2020-02-11 00:00:00,40.40736,-3.70714
Rental unit in madrid,★4.60,"1 bedroom, 1 bed, 1 private bath",Centro,Justicia,Private room,55,2,Iris,137,2020-09-28 00:00:00,40.42357,-3.69655
Rental unit in madrid,★4.91,"2 bedrooms, 3 beds, 1 bath",Arganzuela,Imperial,Entire home/apt,91,5,Carlos,154,2023-05-17 00:00:00,40.4041,-3.71624
Rental unit in madrid,★4.73,"3 bedrooms, 4 beds, 1.5 baths",Centro,Sol,Entire home/apt,214,3,Raul,137,2023-01-03 00:00:00,40.41528,-3.70581
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1 bath",Fuencarral - El Pardo,Peñagrande,Private room,15,1,Wendy,1,2017-03-19 00:00:00,40.47482,-3.72456
Rental unit in madrid,★4.92,"Studio, 2 beds, 1 bath",Fuencarral - El Pardo,La Paz,Entire home/apt,80,6,Christine,27,2023-05-29 00:00:00,40.4861,-3.70858
Rental unit in madrid,★4.84,"1 bedroom, 2 beds, 1 bath",Centro,Universidad,Entire home/apt,73,2,Yulia,19,2017-02-26 00:00:00,40.42241,-3.70561
Rental unit in madrid,★4.95,"1 bedroom, 1 bed, 1 private bath",Usera,Moscardó,Private room,23,1,Gonzalo,62,2019-10-14 00:00:00,40.38921,-3.71317
Rental unit in madrid,★4.90,"1 bedroom, 1 bed, 1 bath",Centro,Justicia,Entire home/apt,131,4,Virginia,41,2023-04-26 00:00:00,40.42198,-3.69613
Rental unit in madrid,★4.83,"3 bedrooms, 1 bed, 1 shared bath",Retiro,Adelfas,Private room,30,5,José,40,2022-09-20 00:00:00,40.40443,-3.66606
Rental unit in madrid,★4.64,"1 bedroom, 1 bed, 1 bath",Ciudad Lineal,Colina,Entire home/apt,63,10,Nuria,101,2023-05-12 00:00:00,40.45494,-3.66321
Rental unit in madrid,★4.87,"2 bedrooms, 2 beds, 2 baths",Salamanca,Goya,Entire home/apt,250,2,Cayetano & Concha,257,2023-06-03 00:00:00,40.42213,-3.67878
Rental unit in madrid,★5.0,"1 bedroom, 1 bed, 1 bath",Moncloa - Aravaca,Casa de Campo,Entire home/apt,108,3,Eva,19,2023-05-20 00:00:00,40.42252,-3.72086
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1 bath",Moncloa - Aravaca,Ciudad Universitaria,Private room,30,1,Isa,0,,40.45284,-3.71547
Rental unit in madrid,★4.53,"1 bedroom, 1 bed, 1 private bath",Centro,Universidad,Private room,26,1,Edu,571,2023-05-30 00:00:00,40.422210693359375,-3.707093954086304
Home in madrid,★4.51,"1 bedroom, 1 bed, 1 private bath",Centro,Universidad,Private room,27,1,Edu,615,2023-05-28 00:00:00,40.422401428222656,-3.706758975982666
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1 bath",Moncloa - Aravaca,Ciudad Universitaria,Private room,30,1,Isa,0,,40.45293,-3.71743
Home in madrid,★4.59,"1 bedroom, 1 bed, 1 shared bath",Centro,Universidad,Private room,27,1,Edu,615,2023-06-05 00:00:00,40.42226028442383,-3.7065720558166495
Rental unit in madrid,★4.84,"1 bedroom, 1 bed, 1 shared bath",Centro,Justicia,Private room,50,2,Juan Carlos,375,2023-06-07 00:00:00,40.42163,-3.69654
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1 bath",Centro,Universidad,Private room,35,1,Alessia,0,,40.42746,-3.70816
Rental unit in madrid,★4.80,"5 bedrooms, 1 bed, 2 shared baths",Centro,Sol,Private room,60,1,Maria,36,2022-11-20 00:00:00,40.41758,-3.70472
Loft in madrid,★5.0,"1 bedroom, 2 beds, 1 bath",Centro,Palacio,Entire home/apt,175,7,Elena Y Pachi,44,2023-05-05 00:00:00,40.41063,-3.71173
Rental unit in madrid,★4.90,"1 bedroom, 1 bed, 1 bath",Centro,Cortes,Entire home/apt,75,3,David,11,2019-06-02 00:00:00,40.41258,-3.6935
Rental unit in madrid,★4.50,"2 bedrooms, 2 beds, 2 baths",Centro,Palacio,Entire home/apt,232,2,Luxury Rentals Madrid,50,2023-04-24 00:00:00,40.41319,-3.71156
Loft in madrid,★4.61,"1 bedroom, 2 beds, 1 bath",Centro,Palacio,Entire home/apt,76,3,Fifi,86,2023-05-26 00:00:00,40.41264,-3.7125
Rental unit in madrid,★Unknown,"1 bedroom, 2 beds, 1 bath",Retiro,Jerónimos,Entire home/apt,90,30,Ivory,0,,40.41344,-3.69077
Rental unit in madrid,★4.81,"1 bedroom, 1 bed, 1.5 baths",Centro,Palacio,Entire home/apt,98,5,Laura,176,2023-05-30 00:00:00,40.42062,-3.70723
Rental unit in madrid,★5.0,"3 bedrooms, 4 beds, 1 bath",Centro,Embajadores,Entire home/apt,84,2,Miguel,4,2022-06-01 00:00:00,40.4086,-3.71039
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1.5 baths",Centro,Palacio,Entire home/apt,120,30,Ivory,0,,40.4105,-3.71295
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1 bath",Centro,Embajadores,Private room,41,2,Susanna,1,2016-07-05 00:00:00,40.40817,-3.70884
Rental unit in madrid,★4.89,"2 bedrooms, 4 beds, 1 bath",Centro,Palacio,Entire home/apt,153,3,Séverine & Angel,281,2023-05-26 00:00:00,40.41539,-3.70999
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1 bath",Chamberí,Vallehermoso,Private room,16,10,Natalia Andrea,1,2015-05-21 00:00:00,40.4426,-3.70615
Loft in madrid,★4.25,"1 bedroom, 3 beds, 1 bath",Centro,Embajadores,Entire home/apt,68,2,Maria Jesús & Jorge,216,2023-05-11 00:00:00,40.40872,-3.70008
Rental unit in madrid,★4.75,"1 bedroom, 1 bed, 1 bath",Centro,Justicia,Entire home/apt,193,3,Gerardo,4,2021-10-11 00:00:00,40.42577,-3.69645
Condo in madrid,★4.60,"1 bedroom, 1 bed, 1 bath",Ciudad Lineal,Quintana,Entire home/apt,140,2,Sara,81,2023-04-10 00:00:00,40.433601,-3.653563
Rental unit in madrid,★4.73,"1 bedroom, 2 beds, 1 bath",Centro,Cortes,Entire home/apt,100,15,Konstantinos,78,2023-02-17 00:00:00,40.41213,-3.69336
Rental unit in madrid,★4.91,"2 bedrooms, 3 beds, 1 bath",Centro,Sol,Entire home/apt,134,3,Miguel Angel,255,2023-06-04 00:00:00,40.41588,-3.70698
Rental unit in madrid,★4.67,"1 bedroom, 2 beds, 1 bath",Centro,Sol,Entire home/apt,63,1,Federico,145,2018-02-27 00:00:00,40.41972,-3.70294
Rental unit in madrid,★4.73,"1 bedroom, 1 bed, 1 private bath",Centro,Justicia,Private room,90,4,Jessica,65,2023-05-02 00:00:00,40.42215,-3.69201
Home in madrid,★Unknown,"1 bedroom, 1 bed, 3 baths",Centro,Justicia,Private room,50,7,Marina,0,,40.42073,-3.69706
Rental unit in madrid,★5.0,"1 bedroom, 1.5 shared baths",Tetuán,Valdeacederas,Private room,24,30,Fernando,3,2019-06-10 00:00:00,40.46388,-3.70747
Rental unit in madrid,★4.68,"2 bedrooms, 3 beds, 2 baths",Centro,Embajadores,Entire home/apt,155,2,Santiago,330,2023-06-02 00:00:00,40.40902,-3.69839
Rental unit in madrid,★5.0,"1 bedroom, 1 bed, 1 bath",Centro,Justicia,Entire home/apt,183,3,Gerardo,9,2019-11-03 00:00:00,40.42573,-3.69543
Rental unit in madrid,★Unknown,"2 bedrooms, 2 beds, 1.5 baths",Centro,Palacio,Entire home/apt,175,4,Fernando,0,,40.4154,-3.71172
Loft in madrid,★4.78,"2 bedrooms, 3 beds, 1 bath",Ciudad Lineal,Concepción,Entire home/apt,60,4,Nuria,49,2020-01-08 00:00:00,40.43852,-3.6504
Home in madrid,★4.75,"1 bedroom, 1 bed, 1 bath",Fuencarral - El Pardo,Peñagrande,Private room,20,14,Verónica,30,2023-05-31 00:00:00,40.48042,-3.72047
Rental unit in madrid,★4.50,"2 bedrooms, 2 beds, 1 bath",Chamartín,Ciudad Jardín,Entire home/apt,60,180,Clair,4,2022-06-01 00:00:00,40.4469,-3.67105
Rental unit in madrid,★4.88,"1 bedroom, 2 beds, 1 bath",Centro,Justicia,Entire home/apt,115,1,Luis,453,2023-05-02 00:00:00,40.42025,-3.70117
Rental unit in madrid,★4.92,"1 bedroom, 1 bed, 1 bath",Centro,Justicia,Entire home/apt,85,4,Lola,13,2017-05-01 00:00:00,40.42427,-3.69622
Rental unit in madrid,★4.74,"Studio, 1 bath",Centro,Sol,Entire home/apt,142,1,José,246,2023-06-03 00:00:00,40.41409,-3.70458
Rental unit in madrid,★4.17,"2 bedrooms, 3 beds, 2 baths",Salamanca,Recoletos,Entire home/apt,200,30,Ivory,6,2018-10-22 00:00:00,40.42531,-3.68481
Casa particular in madrid,★4.80,"1 bedroom, 1 bed, 1 shared bath",Arganzuela,Delicias,Private room,39,2,Mercedes,5,2023-05-06 00:00:00,40.3959632,-3.6936646
Rental unit in madrid,★4.76,"1 bedroom, 1 bed, 1 bath",Centro,Justicia,Entire home/apt,73,1,Maximo,45,2019-03-19 00:00:00,40.42048,-3.69907
Rental unit in madrid,★4.88,"1 bedroom, 2 beds, 1.5 shared baths",Retiro,Ibiza,Private room,40,60,Juan,105,2019-07-07 00:00:00,40.41797,-3.67516
Rental unit in madrid,★4.19,"6 bedrooms, 9 beds, 2 baths",Centro,Universidad,Entire home/apt,456,1,Apartamentos Day Madrid,345,2023-06-05 00:00:00,40.421349,-3.706204
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1 bath",Centro,Embajadores,Entire home/apt,80,1,Dolores,2,2016-02-29 00:00:00,40.41266,-3.70058
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1 bath",Moncloa - Aravaca,Ciudad Universitaria,Private room,30,2,Isa,0,,40.45354,-3.71588
Rental unit in madrid,★4.83,"1 bedroom, 2 beds, 1 shared bath",Puente de Vallecas,Numancia,Private room,49,1,Ciro Alfonso,73,2023-05-28 00:00:00,40.397327,-3.66698
Rental unit in madrid,★Unknown,"1 bedroom, 2 beds, 1 bath",Moncloa - Aravaca,Argüelles,Entire home/apt,50,1,Isa,0,,40.42548,-3.716
Rental unit in madrid,★4.59,"1 bedroom, 2 beds, 1 bath",Centro,Embajadores,Entire home/apt,65,14,Jay,392,2023-04-28 00:00:00,40.40961,-3.69711
Rental unit in madrid,★4.29,"1 bedroom, 1 bed, 1 shared bath",Centro,Palacio,Private room,54,1,Maria Del Mar,103,2022-12-17 00:00:00,40.41545,-3.71127
Rental unit in madrid,★4.53,"1 bedroom, 1 bed, 1 shared bath",Carabanchel,Opañel,Private room,33,2,Raquel,17,2023-01-31 00:00:00,40.39654,-3.71771
Rental unit in madrid,★4.74,"1 bedroom, 1 bed, 1.5 baths",Ciudad Lineal,Concepción,Entire home/apt,27,1,Elena,43,2023-06-06 00:00:00,40.44214,-3.64793
Rental unit in madrid,★4.80,"1 bedroom, 1 bed, 1 bath",Chamberí,Trafalgar,Entire home/apt,97,3,Eva,43,2023-05-21 00:00:00,40.43214,-3.69796
Rental unit in madrid,★4.81,"1 bedroom, 1 bed, 1 shared bath",Carabanchel,San Isidro,Private room,37,2,Raquel,21,2023-06-06 00:00:00,40.39861,-3.71992
Rental unit in madrid,★4.75,"1 bedroom, 1 bed, 1 bath",Centro,Palacio,Entire home/apt,89,4,Luis,319,2023-05-13 00:00:00,40.41306,-3.71003
Rental unit in madrid,★Unknown,"3 bedrooms, 4 beds, 2 baths",Puente de Vallecas,Numancia,Entire home/apt,78,7,José,0,,40.40288,-3.66604
Rental unit in madrid,★4.85,"1 bedroom, 1 bed, Half-bath",Puente de Vallecas,Numancia,Private room,26,5,José,39,2023-05-31 00:00:00,40.40231,-3.66461
Rental unit in madrid,★4.86,"3 bedrooms, 3 beds, 1 bath",Carabanchel,Opañel,Entire home/apt,79,2,Pilar,222,2020-03-16 00:00:00,40.39652,-3.71677
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1 bath",Arganzuela,Delicias,Entire home/apt,90,2,Jose Maria,0,,40.39256,-3.69134
Rental unit in madrid,★Unknown,"1 bedroom, 2 beds, 1 bath",Chamberí,Arapiles,Private room,50,1,Gonzalo,0,,40.43038,-3.70833
Rental unit in madrid,★4.17,"6 bedrooms, 1 bed, 1 bath",Centro,Universidad,Entire home/apt,83,1,Fernando Javier,507,2023-03-13 00:00:00,40.42588,-3.70587
Rental unit in madrid,★4.66,"1 bedroom, 1 bed, 1 shared bath",Carabanchel,Vista Alegre,Private room,25,2,Jesús,62,2022-07-21 00:00:00,40.38338,-3.74571
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1 bath",Centro,Universidad,Private room,28,1,Brittany,1,2015-08-31 00:00:00,40.42569,-3.701
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1 bath",Chamberí,Vallehermoso,Private room,20,1,,0,,40.43882,-3.70619
Rental unit in madrid,★Unknown,"Studio, 1 bed, 1 bath",Centro,Palacio,Entire home/apt,45,4,Monica,1,2015-08-11 00:00:00,40.41527,-3.70968
Rental unit in madrid,★3.80,"Studio, 2 beds, 1 bath",Chamberí,Trafalgar,Entire home/apt,36,2,Mariana,5,2015-09-27 00:00:00,40.43292,-3.70012
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1 shared bath",Carabanchel,Opañel,Private room,45,2,Pilar,0,,40.39652,-3.71685
Rental unit in madrid,★Unknown,"3 bedrooms, 3 beds, 2 baths",Retiro,Pacífico,Entire home/apt,200,1,Santiago,0,,40.40562,-3.68419
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1 shared bath",Carabanchel,Opañel,Private room,45,2,Pilar,0,,40.3965,-3.71674
Rental unit in madrid,★5.0,"1 bedroom, 1 bed, 1 private bath",Chamberí,Arapiles,Private room,45,9,Marta,27,2023-02-24 00:00:00,40.43697,-3.70729
Rental unit in madrid,★Unknown,"1 bedroom, 4 beds, 1 bath",Moncloa - Aravaca,Ciudad Universitaria,Entire home/apt,95,4,Alicia,0,,40.44715,-3.7172
Rental unit in madrid,★4.77,"1 bedroom, 1 bed, 1 bath",Centro,Universidad,Private room,35,1,Pedro J,23,2023-05-27 00:00:00,40.42497,-3.70862
Rental unit in madrid,★4.86,"1 bedroom, 2 beds, 1 bath",Centro,Palacio,Entire home/apt,103,4,Jose,371,2023-06-07 00:00:00,40.41805,-3.70876
Rental unit in madrid,★4.95,"4 bedrooms, 6 beds, 2.5 baths",Centro,Cortes,Entire home/apt,329,3,Javier,175,2023-05-28 00:00:00,40.41374,-3.69746
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1 bath",Centro,Embajadores,Private room,30,7,MeLi,1,2015-07-13 00:00:00,40.41153,-3.70697
Rental unit in madrid,★4.22,"2 bedrooms, 3 beds, 2 baths",Centro,Embajadores,Entire home/apt,112,3,Demetrio,178,2019-11-03 00:00:00,40.40907,-3.70038
Rental unit in madrid,★4.88,"1 bedroom, 1 bed, 1 shared bath",Centro,Universidad,Private room,52,2,Carmen,65,2023-06-05 00:00:00,40.42247,-3.7029
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1 bath",Centro,Palacio,Private room,28,1,MeLi,0,,40.41228,-3.70865
Rental unit in madrid,★Unknown,"1 bedroom, 2 beds, 1 bath",Centro,Embajadores,Entire home/apt,50,1,Sagrario,0,,40.40757,-3.69903
Rental unit in madrid,★4.62,"3 bedrooms, 4 beds, 1 bath",Latina,Lucero,Entire home/apt,87,93,Maria Del Carmen,37,2023-05-05 00:00:00,40.40641,-3.74216
Rental unit in madrid,★4.60,"1 bedroom, 1 bed, 1 shared bath",Ciudad Lineal,Pueblo Nuevo,Private room,25,1,Cornelia,20,2023-02-12 00:00:00,40.42802,-3.63347
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1 bath",Arganzuela,Imperial,Private room,45,3,Anyely,0,,40.41287,-3.72168
Home in madrid,★4.35,"1 bedroom, 1 bed, 1 private bath",Centro,Universidad,Private room,22,1,Edu,569,2023-06-05 00:00:00,40.422245025634766,-3.7067720890045166
Home in madrid,★4.63,"1 bedroom, 1 bed, 1 bath",Arganzuela,Legazpi,Private room,80,2,Diana,49,2022-10-31 00:00:00,40.38648,-3.69156
Rental unit in madrid,★4.66,"2 bedrooms, 4 beds, 1 bath",Centro,Palacio,Entire home/apt,100,2,Jorge,66,2016-10-16 00:00:00,40.41508,-3.70853
Rental unit in madrid,★4.67,"2 bedrooms, 2 beds, 1 bath",Carabanchel,Comillas,Entire home/apt,82,2,Ricardo,13,2019-04-21 00:00:00,40.39542,-3.71333
Rental unit in madrid,★4.59,"1 bedroom, 2 beds, 1 bath",Centro,Universidad,Entire home/apt,83,4,Antonio,254,2023-05-31 00:00:00,40.42143,-3.70321
Rental unit in madrid,★Unknown,"1 bedroom, 2 beds, 1 bath",Centro,Palacio,Entire home/apt,84,2,Rubén,2,2017-06-25 00:00:00,40.40906,-3.71269
Rental unit in madrid,★4.73,"1 bedroom, 1 bed, 1.5 shared baths",Salamanca,Goya,Private room,49,3,Miguel Ángel,26,2023-04-19 00:00:00,40.42477,-3.66933
Loft in madrid,★4.75,"Studio, 1 bed, 1 bath",Arganzuela,Palos de Moguer,Entire home/apt,33,2,Yolanda,225,2021-01-06 00:00:00,40.40109,-3.69046
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1 bath",Centro,Embajadores,Private room,17,2,Paulina,1,2015-06-09 00:00:00,40.40662,-3.71028
Rental unit in madrid,★Unknown,"3 bedrooms, 5 beds, 2 baths",Chamberí,Almagro,Entire home/apt,175,30,Ivory,1,2015-10-16 00:00:00,40.4372,-3.6964
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1 bath",Chamberí,Gaztambide,Private room,25,14,Aurelia,2,2015-07-31 00:00:00,40.43197,-3.71207
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1 bath",Centro,Justicia,Private room,100,1,Peter,0,,40.42331,-3.69206
Condo in madrid,★Unknown,"2 bedrooms, 2 beds, 2 baths",Salamanca,Castellana,Entire home/apt,1890,1,Juan Andres,0,,40.43594,-3.68062
Rental unit in madrid,★4.65,"Studio, 1 bed, 1 bath",Centro,Justicia,Entire home/apt,95,4,Javier,68,2023-05-31 00:00:00,40.42189,-3.69899
Place to stay in madrid,★Unknown,"1 bedroom, 1 bed, 1 bath",Centro,Sol,Private room,50,1,Pat,0,,40.4189,-3.70646
Home in madrid,★4.87,"1 bedroom, 4 beds, 1 shared bath",Centro,Universidad,Shared room,88,3,Jenifer,68,2023-06-05 00:00:00,40.42692,-3.71269
Rental unit in madrid,★4.75,"1 bedroom, 1 bed, 1 bath",Arganzuela,Palos de Moguer,Entire home/apt,100,30,José María,146,2023-06-06 00:00:00,40.40166,-3.69054
Rental unit in madrid,★4.65,"1 bedroom, 2 beds, 1 bath",Centro,Palacio,Entire home/apt,97,2,Hass,84,2023-06-05 00:00:00,40.41093,-3.71663
Rental unit in madrid,★5.0,"2 bedrooms, 2 beds, 2 baths",Centro,Cortes,Entire home/apt,200,4,Juan Carlos,28,2022-08-27 00:00:00,40.41406,-3.69825
Home in madrid,★Unknown,"1 bedroom, 1 bed, 1 shared bath",Latina,Puerta del Angel,Private room,20,3,Marta,0,,40.40852,-3.73258
Condo in madrid,★Unknown,"2 bedrooms, 2 beds, 1.5 baths",Salamanca,Guindalera,Entire home/apt,120,1,Raquel,0,,40.4366,-3.66613
Rental unit in madrid,★4.84,"2 bedrooms, 3 beds, 1 bath",Centro,Embajadores,Entire home/apt,110,28,Raúl,193,2023-05-29 00:00:00,40.40698,-3.69801
Rental unit in madrid,★4.66,"1 bedroom, 1 bed, 1 shared bath",Chamberí,Almagro,Private room,24,10,Del Moral,95,2023-04-29 00:00:00,40.43378,-3.69711
Rental unit in madrid,★New,"2 bedrooms, 4 beds, 1 bath",Salamanca,Guindalera,Entire home/apt,63,7,Diana,0,,40.43886133266019,-3.673161933743927
Rental unit in madrid,★4.72,"2 bedrooms, 3 beds, 1 bath",Centro,Embajadores,Entire home/apt,67,1,Javier,532,2023-05-24 00:00:00,40.41063,-3.705
Rental unit in madrid,★4.83,"2 bedrooms, 3 beds, 1 bath",Centro,Palacio,Entire home/apt,260,3,Mad About You,117,2023-05-04 00:00:00,40.41737,-3.71394
Rental unit in madrid,★4.94,"2 bedrooms, 3 beds, 2 baths",Arganzuela,Delicias,Entire home/apt,160,5,Carlos,17,2020-01-02 00:00:00,40.39649,-3.68688
Rental unit in madrid,★4.50,"1 bedroom, 2 beds, 1 bath",Salamanca,Castellana,Entire home/apt,50,1,Laura,12,2015-12-23 00:00:00,40.43676,-3.68286
Rental unit in madrid,★4.39,"2 bedrooms, 1 bed, 1 bath",Tetuán,Cuatro Caminos,Entire home/apt,60,5,Nelson Javier,30,2022-01-03 00:00:00,40.45219,-3.69949
Rental unit in madrid,★4.42,"2 bedrooms, 6 beds, 1 bath",Latina,Puerta del Angel,Entire home/apt,90,1,Roman,578,2023-05-27 00:00:00,40.414,-3.72436
Home in madrid,★4.90,"1 bedroom, 1 bed, 1 private bath",Salamanca,Goya,Private room,34,3,Belen,101,2023-06-08 00:00:00,40.42765,-3.67321
Home in madrid,★4.80,"1 bedroom, 2 beds, 1 private bath",Centro,Embajadores,Private room,53,20,Maria,15,2023-04-28 00:00:00,40.41091,-3.69887
Rental unit in madrid,★Unknown,"2 bedrooms, 2 beds, 2 baths",Chamberí,Trafalgar,Entire home/apt,40,10,Iguacel,0,,40.43175,-3.7003
Rental unit in madrid,★4.73,"2 bedrooms, 3 beds, 3 baths",Salamanca,Goya,Entire home/apt,150,5,Gabriela,155,2023-01-01 00:00:00,40.42607,-3.67331
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1 bath",Retiro,Niño Jesús,Private room,20,1,Océane,0,,40.41478,-3.67528
Rental unit in madrid,★Unknown,"1 bedroom, 2 beds, 1 bath",Centro,Embajadores,Entire home/apt,40,1,Susan,1,2015-06-23 00:00:00,40.41041,-3.70445
Rental unit in madrid,★4.83,"1 bedroom, 1 bed, 1 bath",Centro,Universidad,Entire home/apt,273,5,Miguel,54,2023-05-24 00:00:00,40.42283,-3.70727
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1.5 baths",Centro,Palacio,Private room,94,1,Vladimir,0,,40.41694,-3.71216
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1 shared bath",Centro,Palacio,Private room,25,1,D&L,0,,40.41536,-3.70994
Rental unit in madrid,★Unknown,"1 bedroom, 1 bed, 1 bath",Centro,Embajadores,Private room,50,7,Ana,0,,40.41097,-3.69825
Boutique hotel in madrid,★4.86,"1 bedroom, 1 bed, 1 shared bath",Centro,Cortes,Hotel room,66,1,Rodriguez,37,2023-05-22 00:00:00,40.41421,-3.70192
Rental unit in madrid,★5.0,"2 bedrooms, 2 beds, 1 bath",Ciudad Lineal,Quintana,Entire home/apt,46,3,Ana,9,2021-01-19 00:00:00,40.43416,-3.65163
Rental unit in madrid,★4.64,"1 bedroom, 1 bed, 1.5 shared baths",Chamberí,Trafalgar,Private room,22,10,Del Moral,120,2023-04-01 00:00:00,40.43237,-3.6978
